f,l,H,dg,fid,FORM_CODE,PERIMETER,AREA,IGME_NAME,HYDRO_CODE,Density_g_,Source,H2,H3
40.892715060000000,23.109246110000001,548.584332399999994,-13.150499999999999,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",548.990173339844
40.893034870000001,23.109549720000000,551.373904899999957,-13.141900000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",550.480102539062
40.893278060000000,23.110022200000000,554.157198600000015,-13.268400000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",554.712463378906
40.893361440000000,23.110521689999999,556.558924700000034,-13.368600000000001,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","217",556.466064453125
40.893498080000001,23.110994640000001,558.634553399999959,-13.276800000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","217",560.031799316406
40.893641670000001,23.111503800000001,561.133362499999976,-12.901800000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",560.907836914062
40.893822159999999,23.112135429999999,561.818693100000019,-12.515300000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",562.856689453125
40.894043840000002,23.112842409999999,560.692152599999986,-12.316599999999999,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",562.493530273438
40.894267370000001,23.113548489999999,559.940099600000053,-11.980399999999999,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",558.598876953125
40.894612160000001,23.113906080000000,557.766218200000026,-12.084300000000001,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",558.346862792969
40.894868379999998,23.114312649999999,555.792698599999994,-12.136400000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",556.24560546875
40.895122809999997,23.114806699999999,554.080106000000001,-12.021000000000001,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",554.304626464844
40.894969740000001,23.115261990000000,551.745578300000034,-11.982500000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",553.132873535156
40.894681849999998,23.115596249999999,548.823223099999950,-12.089000000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",550.151489257812
40.894340170000000,23.115841419999999,546.349897499999997,-12.043900000000001,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",548.449401855469
40.894024490000000,23.116190159999999,543.793447399999991,-11.927500000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",542.366271972656
40.893784349999997,23.116462080000002,541.772199900000032,-11.909500000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",542.587707519531
40.893599060000000,23.116814280000000,539.583897200000024,-11.954499999999999,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",540.700805664062
40.893276999999998,23.117174039999998,536.808823500000017,-11.875400000000001,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",538.221252441406
40.892910120000003,23.117473290000000,534.335536199999979,-12.036600000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",531.279479980469
40.892657540000002,23.117864239999999,532.022113900000022,-12.043900000000001,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",532.978698730469
40.892571429999997,23.118388520000000,529.380445399999985,-12.166200000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",528.400939941406
40.892674919999997,23.118898150000000,527.023633499999960,-12.177400000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",529.168701171875
40.892941940000000,23.119217620000001,524.690302699999961,-12.353999999999999,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",527.910278320312
40.893330190000000,23.119397140000000,521.572453099999962,-12.629400000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",524.620056152344
40.894007379999998,23.119758250000000,515.708311500000036,-12.872999999999999,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",520.794799804688
40.894503419999999,23.120290330000000,510.972395600000027,-12.541100000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","214",515.886474609375
40.895112910000002,23.121004920000001,504.725867999999991,-11.977000000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","214",508.894958496094
40.895712150000001,23.121711090000002,498.489885099999981,-11.764400000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","214",499.605682373047
40.896309660000000,23.122413819999998,492.882979299999988,-11.384100000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","214",493.944244384766
40.896868890000000,23.123138000000001,490.300972699999988,-11.568000000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","214",489.223052978516
40.896823269999999,23.123940970000000,489.730693499999973,-12.048100000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","214",493.291107177734
40.896248860000000,23.124514349999998,490.495569499999988,-12.374499999999999,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","214",493.599914550781
40.895384749999998,23.124787150000000,495.083819399999982,-11.854699999999999,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","214",497.351623535156
40.894609199999998,23.124650419999998,499.859518900000012,-10.950799999999999,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","214",500.978393554688
40.893871220000001,23.125146380000000,504.127874899999995,-10.408899999999999,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","214",506.858489990234
40.893621709999998,23.125883590000001,507.605488799999989,-10.905500000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","214",507.759704589844
40.893816309999998,23.126796089999999,512.385878299999945,-12.164000000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","214",515.354125976562
40.894077600000003,23.127655130000001,518.521848299999988,-12.479699999999999,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"214",521.98388671875
40.894508399999999,23.128124010000001,522.764471400000048,-12.309300000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"214",526.578918457031
40.895127389999999,23.128408499999999,528.418882299999950,-11.909200000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"214",530.0517578125
40.895558149999999,23.129394260000002,535.607594299999960,-11.481100000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",537.961853027344
40.895508290000002,23.130392510000000,541.942809099999977,-11.475500000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",545.201110839844
40.895772829999999,23.131256210000000,547.477352600000017,-11.179700000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",549.985900878906
40.896180800000003,23.132157310000000,554.480315600000040,-10.552600000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",555.114868164062
40.896938990000002,23.132484000000002,560.477073199999950,-10.135400000000001,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",562.681213378906
40.897781660000000,23.132752849999999,565.257640599999945,-10.013100000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",565.510620117188
40.898585519999997,23.132902900000001,567.426391200000012,-10.054800000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",568.120849609375
40.899466189999998,23.133270220000000,568.801082599999972,-10.044800000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",568.609130859375
40.900317039999997,23.133526570000001,569.959817899999962,-9.880360000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",569.552734375
40.901210200000001,23.133813580000002,571.295291799999973,-9.554729999999999,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",571.836547851562
40.902135960000003,23.134555270000000,569.856840799999986,-9.306340000000001,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",569.234313964844
40.903110310000002,23.135101150000001,568.250150599999984,-9.097320000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",567.531982421875
40.904219830000002,23.135048869999999,566.057792199999994,-8.823259999999999,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",567.785827636719
40.904952070000000,23.135137109999999,564.770490600000016,-8.496259999999999,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",566.418273925781
40.905798310000002,23.135890270000001,564.281379799999968,-7.775620000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",564.908935546875
40.906508789999997,23.136851839999999,566.536176500000010,-7.252090000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",565.258178710938
40.907215420000000,23.137687060000001,568.575223499999993,-7.017930000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",568.722229003906
40.907842080000002,23.138497739999998,569.838301000000001,-6.610970000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",569.572937011719
40.908625819999997,23.138853529999999,568.463285199999973,-6.461100000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",568.418334960938
40.909374159999999,23.139119900000001,565.184105499999987,-6.181930000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",564.496826171875
40.910161029999998,23.139399380000000,558.576963599999999,-5.699530000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"216",558.299621582031
40.911043790000001,23.139709459999999,550.836647699999958,-5.682640000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",550.686645507812
40.911850029999997,23.139962910000001,550.057682999999997,-5.711090000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",549.546142578125
40.912748850000000,23.139855789999999,554.756979300000012,-5.437520000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",554.793334960938
40.913485850000001,23.139694680000002,560.609815300000037,-5.280710000000000,"7816",gn,"2180235.458","1146683215",?????,"-",??????????,"-","216",561.205139160156
40.914303410000002,23.139603269999999,566.927955799999950,-5.461230000000000,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"216",565.193969726562
40.915177100000001,23.139404910000000,572.729571699999951,-4.878380000000000,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"216",576.088806152344
40.916035330000000,23.139286779999999,571.755405600000017,-3.764240000000000,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"216",570.837158203125
40.916784020000001,23.139728750000000,564.748670400000037,-3.430280000000000,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"216",565.594665527344
40.917414729999997,23.140347700000000,557.725439899999969,-3.575340000000000,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"216",555.492248535156
40.918249019999998,23.141182709999999,548.459530299999983,-3.412940000000000,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"216",546.379028320312
40.918740790000001,23.142148250000002,541.462102800000025,-3.945550000000000,"5380",gn2,"2454.855","230176.134",???????,"413","2.8",Carmichael,"216",541.93896484375
40.919149699999998,23.143608250000000,535.432206800000017,-3.661510000000000,"5380",gn2,"2454.855","230176.134",???????,"413","2.8",Carmichael,"216",536.578552246094
40.919383640000000,23.145195760000000,525.942679999999996,-3.184730000000000,"5380",gn2,"2454.855","230176.134",???????,"413","2.8",Carmichael,"216",524.9580078125
40.919746940000003,23.146946379999999,522.252275499999996,-3.556140000000000,"5380",gn2,"2454.855","230176.134",???????,"413","2.8",Carmichael,"216",522.543151855469
40.920327380000003,23.148013030000001,529.912923200000023,-3.884980000000000,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"216",529.654602050781
40.921111889999999,23.148685669999999,538.027014900000040,-4.149260000000000,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"216",539.097595214844
40.921743190000001,23.149778189999999,544.035032900000033,-4.401050000000000,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"216",543.323425292969
40.922160400000003,23.150994770000000,549.460465999999997,-4.171350000000001,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"216",550.025146484375
40.922276310000001,23.152025540000000,552.156091899999979,-4.024740000000001,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"216",552.311584472656
40.922016579999998,23.153530530000001,549.155802099999960,-4.027440000000001,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"216",550.243957519531
40.921723909999997,23.155075239999999,543.130715900000041,-3.072910000000000,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"215",543.604187011719
40.921553090000003,23.156596789999998,537.026249000000007,-3.105960000000000,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"215",535.352294921875
40.921635090000002,23.157799319999999,532.389350499999978,-2.885960000000000,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"215",532.996826171875
40.922110910000001,23.159561679999999,524.848597799999993,-2.538820000000000,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"215",523.480529785156
40.922841830000003,23.161054040000000,517.453957800000012,-2.113460000000000,"6683",Pt.t1.c,"47021.008","13326685.08",,"111","2.2",USGS,"215",518.446960449219
40.923320799999999,23.162163209999999,512.377341399999978,-1.562640000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"215",514.483825683594
40.923759390000001,23.163176480000001,507.792442300000005,-1.108560000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"215",513.836486816406
40.924302500000003,23.164436290000001,502.115676899999983,-0.604538000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"215",505.932495117188
40.924718050000003,23.165394280000001,497.688710700000001,-0.626890000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"215",497.856506347656
40.925141259999997,23.166522449999999,495.046105300000022,-0.952526000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"215",497.157867431641
40.925175910000000,23.167672110000002,493.575735099999974,-0.638610000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"215",497.093322753906
40.924378959999999,23.169830309999998,491.184601999999984,0.351549000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"215",491.946899414062
40.923506959999997,23.170401519999999,494.593230800000015,0.484534000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"215",494.033905029297
40.922790710000001,23.171034060000000,501.347599199999991,0.589708000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"215",503.718566894531
40.922259850000003,23.172217320000001,508.545490799999982,0.215894000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",507.40283203125
40.922037690000003,23.173264260000000,514.490312199999948,0.393986000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",514.17626953125
40.921987319999999,23.174408960000001,521.402562200000034,1.208300000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",519.893920898438
40.922532760000003,23.174994860000002,526.425212200000033,1.403970000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",526.217834472656
40.923405090000003,23.175245230000002,532.624729600000023,1.421500000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",533.778076171875
40.924064399999999,23.175910269999999,537.972934099999975,1.569910000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",539.341552734375
40.924686829999999,23.176810130000000,542.194885200000044,1.621940000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",540.646850585938
40.925561559999998,23.177234060000000,545.425640499999986,1.313490000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",545.840759277344
40.926192559999997,23.177879669999999,548.606806300000017,1.334070000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",549.498657226562
40.926807529999998,23.178653499999999,552.955534499999999,1.640440000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"215",557.952453613281
40.926879180000000,23.179898550000001,559.347071400000004,1.902820000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",560.232116699219
40.927506170000001,23.180456560000000,564.500108299999965,2.308950000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",565.691833496094
40.927987549999997,23.181419670000000,570.983557799999971,3.059530000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",572.253356933594
40.928484339999997,23.182283829999999,574.681347100000039,3.599240000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",575.2724609375
40.929128679999998,23.182856430000001,573.673705300000051,3.754180000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",573.185546875
40.929953840000003,23.183132900000000,574.770845799999961,3.793410000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",573.551086425781
40.930734960000002,23.183423940000001,574.910774999999944,3.656060000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",575.582946777344
40.931531260000000,23.183712249999999,575.237190199999986,3.702740000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",576.515625
40.932220180000002,23.184355180000001,575.705119500000023,3.652260000000000,"5353",gn,"32641.231","11645512.46",???????,"413","2.8",Carmichael,"216",575.517944335938
40.932782459999999,23.185117340000001,577.260105800000019,3.825970000000000,"5361",gn(Pz)-gn2,"18204.581","5257219.816",???????,"413","2.8",Carmichael,"216",578.137268066406
40.933264889999997,23.185992660000000,579.167272400000002,4.121650000000000,"5361",gn(Pz)-gn2,"18204.581","5257219.816",???????,"413","2.8",Carmichael,"216",580.844665527344
40.933793719999997,23.186743249999999,581.332994699999972,4.322120000000000,"5361",gn(Pz)-gn2,"18204.581","5257219.816",???????,"413","2.8",Carmichael,"216",581.697143554688
40.934478960000000,23.187352870000002,582.657919399999969,4.414500000000001,"5361",gn(Pz)-gn2,"18204.581","5257219.816",???????,"413","2.8",Carmichael,"216",582.250183105469
40.935114249999998,23.188134989999998,583.752699099999973,4.799940000000000,"5361",gn(Pz)-gn2,"18204.581","5257219.816",???????,"413","2.8",Carmichael,"217",582.599853515625
40.935604159999997,23.189109479999999,585.468771899999979,5.217870000000000,"5361",gn(Pz)-gn2,"18204.581","5257219.816",???????,"413","2.8",Carmichael,"217",585.467651367188
40.935928619999999,23.190125829999999,587.451058600000010,5.228630000000000,"5361",gn(Pz)-gn2,"18204.581","5257219.816",???????,"413","2.8",Carmichael,"217",588.18896484375
40.936109350000002,23.191057189999999,588.710569699999951,5.273950000000000,"5361",gn(Pz)-gn2,"18204.581","5257219.816",???????,"413","2.8",Carmichael,"217",591.15625
40.936465020000000,23.191940989999999,590.083925700000009,5.056560000000000,"5361",gn(Pz)-gn2,"18204.581","5257219.816",???????,"413","2.8",Carmichael,"217",588.960388183594
40.937041219999998,23.192723579999999,593.080391400000053,5.114790000000000,"5361",gn(Pz)-gn2,"18204.581","5257219.816",???????,"413","2.8",Carmichael,"217",592.434875488281
40.937776679999999,23.193247110000001,599.203334300000051,5.370090000000000,"5361",gn(Pz)-gn2,"18204.581","5257219.816",???????,"413","2.8",Carmichael,"217",599.187927246094
40.938510860000001,23.193842679999999,603.406040299999972,5.250230000000000,"5361",gn(Pz)-gn2,"18204.581","5257219.816",???????,"413","2.8",Carmichael,"217",602.733947753906
40.938847699999997,23.194571230000001,606.336910800000055,5.346060000000000,"5361",gn(Pz)-gn2,"18204.581","5257219.816",???????,"413","2.8",Carmichael,"217",605.748962402344
40.938612040000002,23.195594830000001,605.375284800000031,5.153460000000000,"5361",gn(Pz)-gn2,"18204.581","5257219.816",???????,"413","2.8",Carmichael,"217",607.054077148438
40.938996160000002,23.196555759999999,604.351447300000018,5.157000000000000,"5361",gn(Pz)-gn2,"18204.581","5257219.816",???????,"413","2.8",Carmichael,"217",605.902893066406
40.939617530000000,23.197337739999998,602.388505200000054,5.560580000000000,"5361",gn(Pz)-gn2,"18204.581","5257219.816",???????,"413","2.8",Carmichael,"217",601.225769042969
40.940549799999999,23.197938470000000,601.061700599999995,5.941970000000000,"5366",ab-gn2-gn,"5255.3","1409717.737",???????,"323","2.8",Carmichael,"217",600.455810546875
40.941479530000002,23.198547720000001,602.493980500000021,6.363430000000000,"5366",ab-gn2-gn,"5255.3","1409717.737",???????,"323","2.8",Carmichael,"217",602.419067382812
40.941952209999997,23.199335430000001,608.690546700000027,6.735130000000000,"5366",ab-gn2-gn,"5255.3","1409717.737",???????,"323","2.8",Carmichael,"217",610.305969238281
40.942306559999999,23.200185290000000,614.163452399999983,7.081370000000000,"5366",ab-gn2-gn,"5255.3","1409717.737",???????,"323","2.8",Carmichael,"217",612.351806640625
40.943008550000002,23.200909289999998,619.389892099999997,7.675240000000000,"5366",ab-gn2-gn,"5255.3","1409717.737",???????,"323","2.8",Carmichael,"217",620.361633300781
40.943860000000001,23.200972920000002,622.942266600000039,7.915370000000000,"5366",ab-gn2-gn,"5255.3","1409717.737",???????,"323","2.8",Carmichael,"217",621.814453125
40.944720810000000,23.200940729999999,623.514299700000038,7.985080000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"217",622.567749023438
40.945532360000001,23.201314130000000,624.624065900000005,8.622650000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"217",625.074279785156
40.946249270000003,23.201730170000001,625.473921300000029,9.406840000000001,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"218",626.0380859375
40.947006170000002,23.202239550000002,625.826557500000035,9.689640000000001,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"218",625.257263183594
40.947799689999997,23.202692460000002,627.224877200000037,9.766500000000001,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"218",625.550354003906
40.948514439999997,23.203101060000002,629.714881799999944,9.715999999999999,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"218",630.068969726562
40.949265709999999,23.203519660000001,635.032569800000033,10.057800000000000,"5734",?2,"67612.096","25322662.77",,"222","2.65",Carmichael,"218",634.377075195312
40.950002099999999,23.204044249999999,640.616362800000047,10.419499999999999,"5367",ab-(gn)Pz,"8719.672","2796420.769",???????,"323","2.8",Carmichael,"218",640.225036621094
40.950643720000002,23.204576289999999,644.200924900000018,10.198499999999999,"5367",ab-(gn)Pz,"8719.672","2796420.769",???????,"323","2.8",Carmichael,"218",643.204284667969
40.951425710000002,23.204547049999999,648.805698799999959,10.391200000000000,"5367",ab-(gn)Pz,"8719.672","2796420.769",???????,"323","2.8",Carmichael,"218",648.515502929688
40.952260870000003,23.204495280000000,653.235848499999975,10.743399999999999,"5367",ab-(gn)Pz,"8719.672","2796420.769",???????,"323","2.8",Carmichael,"218",652.445434570312
40.952429750000000,23.204965730000001,656.726306199999954,11.033799999999999,"5367",ab-(gn)Pz,"8719.672","2796420.769",???????,"323","2.8",Carmichael,"218",658.571166992188
40.220854750000001,23.671363750000001,28.449999999999999,-19.633299999999998,"4758",M4-Pli.mk,"96082.401","32663516.74",,"2211","2.2",USGS,"112",25.7136650085449
40.325530069999999,23.447909469999999,258.420000000000016,27.108799999999999,"2888",n,n.q,"21929.071","6986488.064",?????????,"222","2.65","167",256.252563476562
40.272206269999998,22.481369959999999,43.866999999999997,3.045880000000000,"8891",al,"152332.583","207947723.5",,"111","2.2",USGS,"136",46.017261505127
40.551030210000000,22.245336800000000,42.892000000000003,-9.059150000000001,"8764",Ptiv,"31155.735","27167390.04",,"121","2.2",USGS,"136",43.6789588928223
40.527345650000001,22.971420699999999,1.390000000000000,2.922880000000000,"6889",H,"38105.53","23625168.93",?????,"-",???????????,"111","102",0.670189559459686
40.663065289999999,23.700733350000000,6.500000000000000,-5.781670000000000,"3141",al,"46690.517","13701326.49",???????,"111","2.2",USGS,"102",11.0615835189819
40.784506579999999,22.085796259999999,83.516000000000005,1.672340000000000,"7246",H,"554330.881","579845925.2",,"111","2.2",USGS,"145",85.3196640014648
40.978066779999999,22.924766129999998,216.663000000000011,-11.269000000000000,"6848",Pt.t,"275384.005","180310814.9",,"111","2.2",USGS,"158",214.967071533203
40.627502470000003,22.958927509999999,26.727056730000001,33.246600000000001,"6880",M4-Pli.l,"75690.601","40362056.72",?????,"-",???????????,"411","138",25.9960289001465
40.764673000000002,23.093139999999998,128.599999999999994,-21.419699999999999,"6858",H.t.c,"105611.065","27425415.91",,"111","2.2",USGS,"150",131.340606689453
41.214485000000003,23.481945000000000,815.000000000000000,11.018800000000001,"10293",??1,"120055.148","111684701.8",,"222","2.67",Average,"220",805.897583007812
41.095182999999999,23.570747999999998,74.299999999999997,11.870699999999999,"10341",H.al,"408361.938","578417333.7",,"111","2.2",USGS,"142",65.8351898193359
41.085982000000001,23.544647999999999,39.600000000000001,0.426978000000000,"9220",Pt.t3,"13940.667","3226712.076",??????,"121","2.2",USGS,"139",43.9563179016113
41.097482999999997,23.583148999999999,56.000000000000000,14.022000000000000,"9230",Pt.t3,"8310.226","2234105.015",??????,"121","2.2",USGS,"142",45.3090667724609
41.086882000000003,23.533947999999999,47.200000000000003,0.209186000000000,"9183",Ng.l1,"10717.091","3451713.265",??????,"411","2.2",USGS,"141",51.5352668762207
41.097482999999997,23.594749000000000,45.899999999999999,13.012499999999999,"9230",Pt.t3,"8310.226","2234105.015",??????,"121","2.2",USGS,"142",48.3063507080078
41.080682000000003,23.528447000000000,37.500000000000000,-4.615700000000000,"10341",H.al,"408361.938","578417333.7",,"111","2.2",USGS,"135",38.360767364502
41.076982000000001,23.538148000000000,29.100000000000001,-6.586490000000000,"10341",H.al,"408361.938","578417333.7",,"111","2.2",USGS,"129",30.0229549407959
41.096482999999999,23.607448999999999,70.299999999999997,12.086700000000000,"9245",Pt.t3,"37113.485","4492826.715",??????,"121","2.2",USGS,"142",69.5756454467773
41.074482000000003,23.526247000000001,29.000000000000000,-9.590479999999999,"10341",H.al,"408361.938","578417333.7",,"111","2.2",USGS,"128",28.2434844970703
41.097883000000003,23.619149000000000,82.500000000000000,13.853400000000001,"9226",Q.cs2,"7090.925","1136784.753",??????,"121","2.65",Carmichael,"145",77.1774826049805
41.069482000000001,23.540448000000001,25.699999999999999,-11.474200000000000,"10341",H.al,"408361.938","578417333.7",,"111","2.2",USGS,"125",26.1508712768555
41.096183000000003,23.633949999999999,157.500000000000000,12.209899999999999,"9207",Ng.c2,"8883.835","1494018.687",??????,"221","2.2",USGS,"152",152.324508666992
41.064481999999998,23.528448000000001,17.300000000000001,-15.155600000000000,"10341",H.al,"408361.938","578417333.7",,"111","2.2",USGS,"119",16.9492263793945
41.099983000000002,23.645250000000001,209.699999999999989,13.084400000000000,"9207",Ng.c2,"8883.835","1494018.687",??????,"221","2.2",USGS,"161",195.373931884766
41.060982000000003,23.538747999999998,21.000000000000000,-16.362300000000001,"10341",H.al,"408361.938","578417333.7",,"111","2.2",USGS,"121",19.8271026611328
41.099182999999996,23.657650000000000,224.400000000000006,13.308500000000000,"9212",Q.cs2,"15799.961","3322377.993",??????,"121","2.65",Carmichael,"170",222.470687866211
41.059381999999999,23.521246999999999,14.400000000000000,-18.587599999999998,"10341",H.al,"408361.938","578417333.7",,"111","2.2",USGS,"115",13.8257722854614
41.099882999999998,23.670251000000000,292.800000000000011,14.525000000000000,"9212",Q.cs2,"15799.961","3322377.993",??????,"121","2.65",Carmichael,"178",282.697357177734
41.055182000000002,23.534748000000000,17.800000000000001,-19.301900000000000,"10341",H.al,"408361.938","578417333.7",,"111","2.2",USGS,"115",16.2484321594238
