fid,field_1,field_2,field_3,FORM_CODE,IGME_NAME,HYDRO_CODE,H1,SAMPLE_1
"1","21.9316","40.968","-11.4266",al,- Αρνίσσα - Έδεσσα,"111","184",322.829193115234
"2","21.9649","40.968","-8.605",al,- Αρνίσσα - Έδεσσα,"111","164",223.825241088867
"3","21.8983","40.968","-11.8675",T-Js?mr1d,- Αρνίσσα - Βιτολίστε,"2132","217",633.908752441406
"4","21.9316","40.9347","-11.718",K5-8.k,Αρνίσσα,"2111","215",575.046264648438
"5","21.8983","40.9347","-11.1935",fg,Αρνίσσα,"411","220",813.706909179688
"6","21.8983","40.9014","-0.9016",fg,Αρνίσσα,"411","227",1553.423828125
"7","21.865","40.9347","-8.2841",gn,- Βεύη - Αρνίσσα,"413","224",916.646484375
"8","21.865","40.9014","-5.5174",T-Js?mr1d,Αρνίσσα,"2132","228",1571.7109375
"9","21.865","40.8681","-1.8784",gn,- Βεύη - Αρνίσσα,"413","225",1047.96081542969
"10","21.8983","40.8681","5.6552",T-Js?mr1d,Αρνίσσα,"2132","227",1461.33654785156
"11","21.865","40.8348","1.3187",al,Αρνίσσα,"111","217",608.334838867188
"12","21.8983","40.8348","5.2495",K8-9.k,Αρνίσσα,"2211","220",743.405029296875
"13","21.9649","40.9347","-10.3594",K8-9.k1,Αρνίσσα,"2111","186",371.812133789062
"14","21.9649","40.9014","-1.0363",K8-9.k1,Αρνίσσα,"2111","217",632.405517578125
"15","21.9649","40.8681","4.9483",K8-9.k1,Αρνίσσα,"2111","219",680.93115234375
"16","21.9316","40.9014","1.374",fa,- Αρνίσσα - Έδεσσα,"411","222",921.00537109375
"17","21.9982","40.9014","-4.0038",(Js-Ci)5,- Αρνίσσα - Έδεσσα,"5","196",400.615234375
"18","21.9316","40.8681","9.6155",fg,Αρνίσσα,"411","224",924.094482421875
"19","21.9316","40.8348","1.9354",fg,Αρνίσσα,"411","220",704.327941894531
"20","21.8317","40.8681","-12.3767",gn,- Βεύη - Αρνίσσα,"413","223",892.307739257812
"21","21.8317","40.8348","-6.0888",cs5,Αρνίσσα,"111","217",598.42919921875
"22","21.7984","40.8348","-6.9812",T-Jmr1,- Πτολεμαϊς - Πύργοι - Βεύη - Αρνίσσα,"2132","219",710.909606933594
"23","21.9649","40.8348","-4.2725",fa,- Αρνίσσα - Έδεσσα,"411","217",526.902709960938
"24","21.9982","40.8348","-7.6053",fa,- Αρνίσσα - Έδεσσα,"411","218",643.42529296875
"25","21.7984","40.8015","-2.9731",water_surf,- Πύργοι - Αρνίσσα,"0","215",513
"26","21.8317","40.8015","3.1454",al,Αρνίσσα,"111","216",542.952880859375
"27","21.865","40.8015","6.6014",Js?,Αρνίσσα,"413","219",671.128295898438
"28","21.7651","40.8348","-0.6989",sc,Αρνίσσα,"321","226",1156.50256347656
"29","21.8983","40.8015","1.656",fg,Αρνίσσα,"411","217",567.924011230469
"30","21.9316","40.8015","-9.5677",lk,Αρνίσσα,"411","212",477.5
"31","21.9649","40.8015","-16.0143","co,al",Αρνίσσα,"121","212",481.085113525391
"32","21.9982","40.8015","-14.771","co,al",Αρνίσσα,"121","214",495.802154541016
"33","21.865","40.7682","10.9575","co,al",Αρνίσσα,"121","216",546.538879394531
"34","21.8317","40.7682","4.7879",al,Αρνίσσα,"121","217",547.898986816406
"35","22.3312","40.968","-2.9827",Tm-s-J.sch,- Γιαννιτσά - Σκρα,"323","227",1335.42724609375
"36","22.3645","40.968","-2.6482",T-J?-vol,- Γιαννιτσά - Σκρα,"222","221",764.87890625
"37","22.3312","40.9347","-2.1846",Js-Ks.mr,Γιαννιτσά,"2132","223",884.724060058594
"38","22.3645","40.9347","-0.2677",θ,- Γιαννιτσά - Σκρα,"222","226",1295.60083007812
"39","22.2646","40.968","-4.419",Js-Ks.mr,Γιαννιτσά,"2132","226",1166.35437011719
"40","22.2979","40.968","-3.9761","J.mr,sch",Γιαννιτσά,"413","227",1407.07421875
"41","22.4311","40.968","-0.2293",Pla-sh,Γιαννιτσά,"222","178",263.246307373047
"42","22.4311","40.9347","2.5966",Pla-sh,Γιαννιτσά,"222","180",320.37451171875
"43","22.2646","40.9347","-10.0961",K5-9.k.d,- Έδεσσα - Γιαννιτσά - Προμάχοι,"2111","226",1285.76452636719
"44","22.2979","40.9347","-8.1369",Js-Ks.mr,Γιαννιτσά,"2132","222",840.9697265625
"45","22.4644","40.9347","5.2488",H.t,- Γιαννιτσά - Κουφάλια,"121","159",198.962051391602
"46","22.4977","40.9347","0.6801",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","155",156.237197875977
"47","22.4644","40.9014","7.3031",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","161",214.630981445312
"48","22.4977","40.9014","0.4951",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","157",176.187881469727
"49","22.3978","40.9347","-0.2896",θ,- Γιαννιτσά - Σκρα,"222","215",544.884765625
"50","22.2979","40.9014","-3.4264",Js-Ki.k,Γιαννιτσά,"321","226",1229.54260253906
"51","22.3312","40.9014","2.3217","J-σπ,κφ",Γιαννιτσά,"321","216",605.686706542969
"52","22.3978","40.9014","2.6609",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","203",397.105895996094
"53","22.4311","40.9014","5.3941",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","177",277.645721435547
"54","22.3978","40.8681","3.3255",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","179",280.143737792969
"55","22.4311","40.8681","4.803",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","177",238.719284057617
"56","22.3645","40.9014","3.4648",Js-vol,- Γιαννιτσά - Σκρα,"222","220",746.5478515625
"57","22.2979","40.8681","1.7136",K5-9.k.d,- Έδεσσα - Γιαννιτσά - Προμάχοι,"2111","216",484.788482666016
"58","22.3312","40.8681","5.3011",K5-9.k.d,- Έδεσσα - Γιαννιτσά - Προμάχοι,"2111","216",571.104858398438
"59","22.3645","40.8681","5.591",Ptm-s.fl,Γιαννιτσά,"121","179",297.188568115234
"60","22.4644","40.8681","5.8703",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","158",178.802993774414
"61","22.4977","40.8681","-0.7373",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","153",134.490386962891
"62","22.3645","40.8348","6.8478",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","148",95.0781478881836
"63","22.3978","40.8348","2.2612","Ms.s,m,k",Γιαννιτσά,"111","155",143.014633178711
"64","22.3645","40.8015","6.117","Ms.s,m,k",Γιαννιτσά,"111","135",32.5385398864746
"65","22.3978","40.8015","-0.5003","Ms.s,m,k",Γιαννιτσά,"111","139",61.4595642089844
"66","22.4311","40.8348","0.8529",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","154",167.097381591797
"67","22.4311","40.8015","-3.4375",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","146",72.1431579589844
"68","22.4311","40.7682","-2.4689",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","112",14.6776056289673
"69","22.3312","40.8348","8.2952",Pti-m.cs,Γιαννιτσά,"311","141",51.4576950073242
"70","22.4644","40.7682","-2.1527",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","118",19.0513343811035
"71","22.4977","40.7682","-3.161",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","131",39.3036003112793
"72","22.3645","40.6017","-4.2952",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","109",8.9188814163208
"73","22.3978","40.6017","-10.0814",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","109",8.5291862487793
"74","22.4311","40.6017","-12.5279",H.t2,Αλεξάνδρεια,"121","110",7.56720399856567
"75","22.4644","40.6017","-11.879",H.t2,Αλεξάνδρεια,"121","108",6.13483476638794
"76","22.3645","40.5684","-2.997",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","115",15.0925903320312
"77","22.3978","40.5684","-5.2373",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","115",12.6913213729858
"78","22.4311","40.5684","-5.7321",H,- Κατερίνη - Κολινδρός - Αλεξάνδρεια - Πλατύ,"111","110",9.97233295440674
"79","22.4644","40.5684","-5.9908",H,- Κατερίνη - Κολινδρός - Αλεξάνδρεια - Πλατύ,"111","108",8.20687103271484
"80","22.3312","40.5351","-3.6521",H.c,- Κολινδρός - Αλεξάνδρεια,"111","118",18.7521152496338
"81","22.4311","40.5351","1.7769",H,- Κατερίνη - Κολινδρός - Αλεξάνδρεια - Πλατύ,"111","132",25.7746257781982
"82","22.4644","40.5351","1.4567","Ms-Pli,m,k",Αλεξάνδρεια,"311","149",104.209609985352
"83","22.3978","40.5018","8.2336",H.c,- Αλεξάνδρεια,"311","140",45.3973159790039
"84","22.0648","40.7349","3.2569","θ,δο",Βέροια,"222","175",281.511352539062
"85","22.0981","40.7349","9.1005",mr,Βέροια,"2132","170",133.152770996094
"86","22.1647","40.7016","-17.5241",r-α,Βέροια,"121","139",33.0364418029785
"87","22.0315","40.7349","-1.7128",fa,Βέροια,"411","187",356.527496337891
"88","22.1314","40.7349","5.2689",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","140",49.2022705078125
"89","22.1647","40.7349","-10.8102",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","130",29.0154075622559
"90","22.1314","40.7016","1.3993",Ptiv,Βέροια,"121","144",77.5078277587891
"91","22.1314","40.6683","7.267",Ptiv,Βέροια,"121","142",62.0476837158203
"92","22.1647","40.6683","-4.3253",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","135",36.3993988037109
"93","22.0648","40.7016","4.1463",mr,Βέροια,"2132","172",363.276489257812
"94","22.0315","40.7016","1.8064",Ks.k2,Βέροια,"2111","208",498.590362548828
"95","22.0981","40.7016","8.3596",r-α,Βέροια,"121","151",130.384841918945
"96","22.0648","40.6683","5.4417",Pls-Pti,Βέροια,"221","171",261.176147460938
"97","22.0981","40.6683","10.4007",Pls-Pti,Βέροια,"321","149",106.007164001465
"98","22.0315","40.6683","3.7098",fa,Βέροια,"411","216",591.929870605469
"99","22.0315","40.635","-5.6828",Pls-Pti,- Βέροια - Πύργοι,"221","220",767.3076171875
"100","22.198","40.6683","-8.8323",r-α,Βέροια,"121","130",34.8378753662109
"101","22.1314","40.635","3.3277",al,Βέροια,"121","145",74.8035430908203
"102","22.1647","40.635","0.751",Ptiv,Βέροια,"121","138",44.5115089416504
"103","22.2313","40.635","2.2598",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","116",15.3298187255859
"104","22.0981","40.635","-0.6662",σ,Βέροια,"412","156",181.476196289062
"105","22.198","40.635","-1.1318",Ptiv,Βέροια,"121","130",27.0558795928955
"106","22.0648","40.635","-7.0168",tv,Βέροια,"2211","188",322.725128173828
"107","22.1314","40.6017","-10.402",Pls-Pti,Βέροια,"221","152",114.742431640625
"108","22.1647","40.6017","-7.9032",Ptiv,Βέροια,"121","143",73.8300018310547
"109","22.198","40.6017","-7.3779",Ptiv,Βέροια,"121","139",45.6920509338379
"110","22.0981","40.6017","-14.6433",Ks.k1,Βέροια,"411","206",461.837310791016
"111","22.2313","40.6017","-5.3221",Ptiv,Βέροια,"121","123",21.7912216186523
"112","22.0648","40.6017","-16.5927",σ,Βέροια,"222","215",493.066680908203
"113","22.0648","40.5684","-10.535","Ks,c,k",Βέροια,"211","221",942.597534179688
"114","22.0315","40.6017","-9.4421","Ks,c",- Κοζάνη - Πύργοι - Βέροια,"211","219",924.663452148438
"115","22.0315","40.5684","-1.42",Ki?.ph.c,Βέροια,"413","227",1314.21447753906
"116","22.1647","40.5684","-4.9776",Pls-Pti,Βέροια,"221","155",151.426818847656
"117","22.198","40.5684","-6.6415",PtI-II,Βέροια,"411","142",61.4009246826172
"118","22.2313","40.5684","-7.325",Ptiv,- Βέροια - Αλεξάνδρεια,"121","134",38.0302238464355
"119","22.0981","40.5684","-10.976",fa,Βέροια,"411","216",523.91259765625
"120","22.1314","40.5684","-6.5937",tf,Βέροια,"412","203",380.868377685547
"121","22.0981","40.5351","-0.2197",Ks.k,- Βελβεντός - Βέροια,"2211","221",839.594787597656
"122","22.1314","40.5351","4.3562",σ,Βέροια,"222","219",702.491882324219
"123","22.0981","40.5018","5.241",tv,- Βέροια - Βελβεντός,"2211","220",741.492065429688
"124","22.1314","40.5018","9.3558",Ks.k,- Βελβεντός - Βέροια,"2211","217",655.298645019531
"125","22.0648","40.5351","-4.118",Js-Ki?.k,Βέροια,"2211","222",869.420654296875
"126","22.1647","40.5351","2.2459",σ,Βέροια,"322","195",353.214965820312
"127","22.198","40.5351","-3.7694",PtI-II,Βέροια,"411","148",99.7765655517578
"128","21.865","40.7349","4.567",T-J.sch,Πύργοι,"413","219",729.174560546875
"129","21.865","40.7016","-0.4567",T-Jmr2,Πύργοι,"2132","221",805.617553710938
"130","21.9649","40.7349","-2.4193","Ks,c",- Πύργοι - Αρνίσσα,"2211","225",975.080139160156
"131","21.9982","40.7349","-3.3301",Ks.k,- Πύργοι,"2111","217",523.067321777344
"132","21.9649","40.7016","3.898",br,Πύργοι,"121","225",1098.25866699219
"133","21.9982","40.7016","3.3634",K4-6?.br,- Βέροια - Πύργοι,"2211","219",706.369018554688
"134","21.9649","40.6683","4.9362",O.c,Πύργοι,"321","226",1276.29187011719
"135","21.9982","40.6683","5.8445",Pls-Pti,- Βέροια - Πύργοι,"221","222",800.985168457031
"136","21.8983","40.7016","1.8824",T-J.sch,Πύργοι,"413","225",965.062072753906
"137","21.9316","40.6683","2.1122","δο,σπ",Πύργοι,"322","228",1483.41662597656
"138","21.9982","40.635","-0.99","Ks,c",- Κοζάνη - Πύργοι - Βέροια,"211","227",1423.28308105469
"139","22.2313","40.6683","0.9449",Ptiv,- Βέροια - Αλεξάνδρεια,"121","108",7.84399700164795
"140","22.2646","40.6683","13.7803",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","105",5.49148464202881
"141","22.3645","40.5351","-1.6107",H,- Κατερίνη - Κολινδρός - Αλεξάνδρεια - Πλατύ,"111","117",16.7010612487793
"142","22.3978","40.5351","0.1835",H,- Κατερίνη - Κολινδρός - Αλεξάνδρεια - Πλατύ,"111","123",22.5892505645752
"143","21.9649","40.5018","11.0137","Ks,c",- Κοζάνη - Πύργοι - Βέροια,"211","228",1512.29150390625
"144","21.8317","40.968","7.3789",gn,- Βεύη - Αρνίσσα,"413","229",1635.71850585938
"145","21.865","40.968","-3.9585",T-Js?mr1d,- Αρνίσσα - Βιτολίστε,"2132","226",1295.16857910156
"146","21.7984","40.9347","3.0522",gn,- Βεύη - Αρνίσσα,"413","231",2230.46215820312
"147","21.8317","40.9347","-0.6587",gn,- Βεύη - Αρνίσσα,"413","229",1795.51428222656
"148","21.8317","40.9014","-8.2952",gn,- Βεύη - Αρνίσσα,"413","229",1828.97717285156
"149","21.7984","40.8681","-11.2807",gn,- Βεύη - Αρνίσσα,"413","227",1318.71142578125
"150","22.1314","40.968","-3.6299",al,- Αρνίσσα - Έδεσσα - Προμάχοι,"111","149",125.31307220459
"151","22.1647","40.968","-2.8421",τ-a,Έδεσσα,"222","175",297.280303955078
"152","22.1314","40.9347","2.6814",τ-a,Έδεσσα,"222","155",208.992553710938
"153","22.1647","40.9347","4.545","co,al",Έδεσσα,"111","200",392.345977783203
"154","22.198","40.9347","-1.1931","co,al",Έδεσσα,"121","199",393.424438476562
"155","22.0981","40.9014","-4.8504",τ-a,Έδεσσα,"222","163",222.170425415039
"156","22.1314","40.9014","2.2291",τ-a,Έδεσσα,"222","154",186.138488769531
"157","22.0981","40.8681","1.6988",al,- Αρνίσσα - Έδεσσα,"111","152",134.308151245117
"158","22.1314","40.8681","7.5094",τ-a,Έδεσσα,"222","177",302.291809082031
"159","22.1647","40.9014","7.6783",(Js-Ci)1,Έδεσσα,"5","197",377.008636474609
"160","22.198","40.9014","5.3768",δο,Έδεσσα,"222","170",234.033187866211
"161","22.1647","40.8681","12.881","co,al",Έδεσσα,"311","161",176.606796264648
"162","22.198","40.8681","13.5906",(Js-Ci)1,Έδεσσα,"5","152",141.987091064453
"163","22.0315","40.9014","-6.0171",Ks.k,Έδεσσα,"2211","166",336.442138671875
"164","22.0315","40.8681","-3.8229",(Js-Ci)4,- Έδεσσα,"5","208",518.782287597656
"165","22.0315","40.8348","-7.0121",(Js-Ci)4,- Έδεσσα,"5","208",404.247589111328
"166","22.1647","40.8348","13.6025",al2,Έδεσσα,"311","137",53.2850151062012
"167","22.198","40.8348","16.341",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","138",39.2487525939941
"168","22.0648","40.8681","-2.6899",σ,Έδεσσα,"322","186",369.023223876953
"169","22.0981","40.8348","3.9039",τ-a,Έδεσσα,"222","183",302.128234863281
"170","22.1314","40.8348","9.5466",fa?,Έδεσσα,"411","148",115.996139526367
"171","22.0648","40.8348","-2.3625",(Js-Ci)2,Έδεσσα,"5","210",478.017944335938
"172","22.0648","40.8015","-4.6594",tv,Έδεσσα,"2211","163",191.636779785156
"173","22.0981","40.8015","0.8434",(Js-Ci)2,Έδεσσα,"5","159",142.695037841797
"174","22.2313","40.8348","14.4889",cs5,Έδεσσα,"111","135",37.3856620788574
"175","22.1314","40.8015","5.3295",τ-a,Έδεσσα,"222","152",136.834426879883
"176","22.1647","40.8015","9.5374",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","132",31.6050643920898
"177","22.0315","40.8015","-10.1835",cs4,Έδεσσα,"311","183",366.561614990234
"178","22.0315","40.7682","-4.6262",σ,Έδεσσα,"322","163",244.648315429688
"179","22.0981","40.7682","6.2392",ph,- Έδεσσα - Βέροια,"411","166",246.146392822266
"180","22.0648","40.7682","1.4053",cs4,- Έδεσσα,"121","152",131.799301147461
"181","21.9316","40.7349","0.8282","Ks,c",- Πύργοι - Αρνίσσα,"2211","225",1119.73510742188
"182","21.9316","40.7016","3.2185",fg,- Κοζάνη - Πύργοι - Αρνίσσα,"411","225",1109.54809570312
"183","21.9982","40.968","-9.3414",al,- Αρνίσσα - Έδεσσα,"111","156",170.506332397461
"184","22.0315","40.968","-12.3046",al,- Αρνίσσα - Έδεσσα,"111","152",146.032318115234
"185","22.0648","40.968","-12.1398",al,- Αρνίσσα - Έδεσσα,"111","149",120.235191345215
"186","22.0981","40.968","-7.6477",al,- Αρνίσσα - Έδεσσα - Προμάχοι,"111","148",111.6298828125
"187","21.9982","40.9347","-8.4277",al,- Αρνίσσα - Έδεσσα,"111","156",174.030731201172
"188","22.0315","40.9347","-7.7174",al,- Αρνίσσα - Έδεσσα,"111","152",140.360931396484
"189","22.0648","40.9347","-7.4686",al,- Αρνίσσα - Έδεσσα,"111","149",125.423347473145
"190","22.0981","40.9347","-3.6653",al,- Αρνίσσα - Έδεσσα,"111","147",102.824844360352
"191","22.0648","40.9014","-7.5081",al,- Αρνίσσα - Έδεσσα,"111","150",127.576629638672
"192","21.9982","40.8681","-1.1479",(Js-Ci)5,- Αρνίσσα - Έδεσσα,"5","217",626.84423828125
"193","21.9649","40.7682","-10.6126","T-Js?sp,mr",- Πύργοι - Αρνίσσα,"2132","225",1009.32763671875
"194","21.9982","40.7682","-10.229",fa,- Αρνίσσα - Έδεσσα,"411","215",574.015869140625
"195","21.8317","40.7349","-1.82",al,- Κοζάνη - Σιάτιστα - Πτολεμαϊς - Πύργο - Αρνίσσα,"111","217",595.7568359375
"196","21.8983","40.7349","4.5185",T-Jmr1,- Πύργοι - Αρνίσσα,"2132","225",1073.78588867188
"197","21.7318","40.8348","4.754",T-Jmr1,- Πτολεμαϊς - Πύργοι - Βεύη - Αρνίσσα,"2132","227",1349.37573242188
"198","21.7651","40.8015","-5.4927",T-Jmr1,- Πτολεμαϊς - Πύργοι - Βεύη - Αρνίσσα,"2132","220",678.080993652344
"199","21.8983","40.635","-4.7638","Ks,c",- Κοζάνη - Πύργοι - Βέροια,"211","228",1689.81237792969
"200","21.9316","40.635","-3.5624","Ks,c",- Κοζάνη - Πύργοι - Βέροια,"211","230",1992.21875
"201","21.9649","40.635","-0.7833","Ks,c",- Κοζάνη - Πύργοι - Βέροια,"211","228",1620.61401367188
"202","21.8983","40.6017","-13.0286",fg,- Κοζάνη - Πύργοι - Αρνίσσα,"411","228",1521.46789550781
"203","21.9316","40.6017","-7.4888",fg,- Κοζάνη - Πύργοι - Αρνίσσα,"411","228",1696.09582519531
"204","21.9649","40.6017","-0.9409","Ks,c",- Κοζάνη - Πύργοι - Βέροια,"211","229",1788.02368164062
"205","21.9982","40.6017","-0.8411","Ks,c",- Κοζάνη - Πύργοι - Βέροια,"211","227",1404.66796875
"206","21.9316","40.5684","-1.9309",fg,- Κοζάνη - Πύργοι - Αρνίσσα,"411","227",1411.43505859375
"207","21.9649","40.5684","8.814","Ks,c",- Κοζάνη - Πύργοι - Βέροια,"211","226",1271.29956054688
"208","21.9982","40.5684","8.5564","Ks,c",- Κοζάνη - Πύργοι - Βέροια,"211","226",1196.12255859375
"209","21.9316","40.5351","5.845","Ks,c",- Κοζάνη - Πύργοι - Βέροια,"211","227",1406.09191894531
"210","21.9649","40.5351","12.5634","Ks,c",- Κοζάνη - Πύργοι - Βέροια,"211","228",1505.11328125
"211","21.9982","40.5351","10.2117","Ks,c",- Κοζάνη - Πύργοι - Βέροια,"211","228",1644.43493652344
"212","22.0315","40.5351","2.0419",fg,- Βελβεντός - Κοζάνη - Πύργοι -Βέροια,"413","227",1431.74206542969
"213","21.9316","40.5018","6.6732","Ks,c",- Κοζάνη - Πύργοι - Βέροια,"211","228",1545.30004882812
"214","21.9982","40.5018","9.1885",fg,- Βελβεντός - Κοζάνη - Πύργοι -Βέροια,"413","228",1610.12634277344
"215","22.0315","40.5018","2.1847",T-Ji.k,- Βελβεντός - Κοζάνη - Βέροια,"2111","227",1351.52001953125
"216","21.8983","40.7682","5.4448",fg,- Κοζάνη - Πύργοι - Αρνίσσα,"411","220",704.775024414062
"217","21.9316","40.7682","-5.1038","T-Js?sp,mr",- Πύργοι - Αρνίσσα,"2132","223",866.622924804688
"218","22.2313","40.8681","7.6302",Pti-m.cs,- Έδεσσα - Γιαννιτσά,"121","154",157.40412902832
"219","22.2646","40.8681","1.2245",Pti-m.cs,- Έδεσσα - Γιαννιτσά,"121","179",277.560272216797
"220","22.2646","40.8348","8.9598",Ptm-s.cs,- Έδεσσα - Γιαννιτσά,"121","135",32.0306663513184
"221","22.2979","40.8348","6.6089",Ptm-s.cs,- Έδεσσα - Γιαννιτσά,"121","126",22.5741653442383
"222","22.2313","40.8015","20.0116",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","121",20.8896331787109
"223","22.2646","40.8015","18.716",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","115",14.2990627288818
"224","22.2979","40.8015","14.1907",Ptm-s.cs,- Έδεσσα - Γιαννιτσά,"121","115",13.5564918518066
"225","22.3312","40.8015","10.7873",Ptm-s.cs,- Έδεσσα - Γιαννιτσά,"121","124",21.6470527648926
"226","22.5643","40.968","-6.9234",H.t,- Κουφάλια,"121","129",29.0501365661621
"227","22.5976","40.968","-7.5426",H.t,- Κουφάλια - Εύζωνοι,"121","127",26.7587280273438
"228","22.6309","40.968","-3.7756",Hl.l,- Κουφάλια - Εύζωνοι,"5","125",23.9461803436279
"229","22.5643","40.9347","-9.7275","Pt.l,s",- Κουφάλια,"111","134",35.3697662353516
"230","22.5976","40.9347","-7.4738",H.s2,Κουφάλια,"111","125",24.996129989624
"231","22.6309","40.9347","-4.6773",H.t,- Κουφάλια - Εύζωνοι,"121","123",23.1968097686768
"232","22.5643","40.9014","-10.8581","Pt.l,s",- Κουφάλια,"111","138",45.3962326049805
"233","22.5976","40.9014","-8.0395",H.t,- Κουφάλια,"121","122",21.2995204925537
"234","22.6309","40.9014","-6.2695",M8.st,Κουφάλια,"311","141",56.3642272949219
"235","22.5643","40.8681","-9.7102",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","147",92.5436325073242
"236","22.5976","40.8681","-6.2876",H.t,- Κουφάλια,"121","119",18.5241928100586
"237","22.6309","40.8681","-4.8395",water_surf,- Κουφάλια - Εύζωνοι,"0","119",13.5
"238","22.5643","40.8348","-4.9281","Pt.l,s",- Κουφάλια,"111","139",45.2176132202148
"239","22.5976","40.8348","-0.2135",H.t,- Κουφάλια,"121","118",17.5863742828369
"240","22.6309","40.8348","0.1596",H.s2,Κουφάλια,"111","117",16.1338214874268
"241","22.5643","40.8015","-1.2451","Pt.l,s",Κουφάλια,"111","144",69.9935073852539
"242","22.5976","40.8015","5.0197","Pt.l,s",- Κουφάλια,"111","121",20.3456592559814
"243","22.6309","40.8015","5.7399",H.t,- Κουφάλια,"121","115",18.340482711792
"244","22.5643","40.7682","-3.38",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","144",71.4644241333008
"245","22.5976","40.7682","2.2773",H.t,- Κουφάλια,"121","111",12.2515001296997
"246","22.6309","40.7682","4.9884",H,- Πλατύ,"111","112",12.759334564209
"247","22.6642","40.968","1.0412",Ti.si,Κουφάλια,"321","141",59.7448501586914
"248","22.6975","40.968","2.783",Ms.br,Κουφάλια,"121","155",152.94255065918
"249","22.7308","40.968","1.7838",Jm-s,- Κουφάλια - Κιλκίς,"312","160",196.451644897461
"250","22.6642","40.9347","-1.4986",Ms.br,Κουφάλια,"121","137",45.094554901123
"251","22.6975","40.9347","1.5598",Ms.br,Κουφάλια,"121","147",95.9658432006836
"252","22.7308","40.9347","2.7416","Pt.l,s",- Κουφάλια - Κιλκίς - Εύζωνοι,"111","146",81.4685668945312
"253","22.531","40.968","-1.9699",Ms.c,- Γιαννιτσά - Κουφάλια - Εύζωνοι - Σκρα,"111","142",65.3850402832031
"254","22.531","40.9347","-7.0929","Pt.l,s",- Κουφάλια,"111","146",84.2943420410156
"255","22.531","40.9014","-8.6809","Pt.l,s",- Κουφάλια,"111","154",158.317504882812
"256","22.531","40.8681","-9.1518","Pt.l,s",- Κουφάλια,"111","146",86.7092437744141
"257","22.531","40.8348","-7.0495",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","146",90.5689697265625
"258","22.531","40.8015","-5.2786",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","150",113.958221435547
"259","22.531","40.7682","-5.4486",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","144",90.3701553344727
"260","22.6642","40.9014","-2.781",Hl.s2,Κουφάλια,"5","121",20.0268478393555
"261","22.6642","40.8681","-1.8675",M8.st,Κουφάλια,"311","131",36.4847755432129
"262","22.6642","40.8348","-0.7753",M8.st,Κουφάλια,"311","137",41.7741317749023
"263","22.7308","40.9014","7.0103",M8.st,- Κουφάλια,"311","143",67.1616973876953
"264","22.6975","40.9014","3.5127","Pt.l,s",- Κουφάλια - Κιλκίς - Εύζωνοι,"111","139",46.426685333252
"265","21.8317","40.7016","-3.103",al,- Κοζάνη - Σιάτιστα - Πτολεμαϊς - Πύργο - Αρνίσσα,"111","218",637.354797363281
