fid,field_1,field_2,field_3,FORM_CODE,IGME_NAME,HYDRO_CODE,H1,SAMPLE_1
"1414","23.197","41.1345","3.9802",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","174",361.372436523438
"1415","23.2303","41.1345","-1.3088",water_surf,- Σοχός - Σιτοχώριο - Ροδολίβος - Κερκίνη - Σιδηρόκαστρο - Προσοτσάνη,"0","132",24.5
"1416","23.2636","41.1345","-6.0985",H.al,- Σοχός - Σιτοχώριον - Ροδολίβος - Νέο Πετρίτσιον - Πόροια -  - Σιδηρόκαστρο - Κερκίνη - Σέρραι - Προσοτσάνη,"111","125",26.2441024780273
"1417","23.2969","41.1345","-11.8333",H.al,- Σοχός - Σιτοχώριον - Ροδολίβος - Νέο Πετρίτσιον - Πόροια -  - Σιδηρόκαστρο - Κερκίνη - Σέρραι - Προσοτσάνη,"111","127",27.0481472015381
"1418","23.3635","41.1345","-21.0665",H.al,- Σοχός - Σιτοχώριον - Ροδολίβος - Νέο Πετρίτσιον - Πόροια -  - Σιδηρόκαστρο - Κερκίνη - Σέρραι - Προσοτσάνη,"111","127",27.512638092041
"1419","22.9972","41.1012","10.9882",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","195",384.638031005859
"1420","23.0305","41.1012","11.2466",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","204",421.711669921875
"1421","23.0638","41.1012","11.5702",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","215",541.693115234375
"1422","23.197","41.1012","5.4441",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","163",243.622650146484
"1423","23.2303","41.1012","5.5418",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","176",296.454284667969
"1424","23.2636","41.1012","3.2373",Pt.t2.s,- Σοχός - Κερκίνη - Σιδηρόκαστρο,"111","141",50.2232704162598
"1425","23.2969","41.1012","-4.917",H.al,- Σοχός - Σιτοχώριον - Ροδολίβος - Νέο Πετρίτσιον - Πόροια -  - Σιδηρόκαστρο - Κερκίνη - Σέρραι - Προσοτσάνη,"111","123",23.313570022583
"1426","23.3302","41.1012","-14.1523",H.al,- Σοχός - Σιτοχώριον - Ροδολίβος - Νέο Πετρίτσιον - Πόροια -  - Σιδηρόκαστρο - Κερκίνη - Σέρραι - Προσοτσάνη,"111","123",22.5707530975342
"1427","23.3635","41.1012","-20.8232",H.al,- Σοχός - Σιτοχώριον - Ροδολίβος - Νέο Πετρίτσιον - Πόροια -  - Σιδηρόκαστρο - Κερκίνη - Σέρραι - Προσοτσάνη,"111","123",22.5420265197754
"1428","23.3968","41.1012","-23.0162",H.al,- Σοχός - Σιτοχώριον - Ροδολίβος - Νέο Πετρίτσιον - Πόροια -  - Σιδηρόκαστρο - Κερκίνη - Σέρραι - Προσοτσάνη,"111","120",20.2646598815918
"1429","23.1304","41.0679","6.8976",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","218",649.709411621094
"1430","23.1637","41.0679","3.0798",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","202",441.677642822266
"1431","23.197","41.0679","6.2528",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","200",284.843902587891
"1432","23.2303","41.0679","13.3519",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","177",283.688842773438
"1433","23.2636","41.0679","13.3471",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","156",132.085922241211
"1434","23.2969","41.0679","4.022",Pt.t2.s,- Σοχός - Κερκίνη - Σιδηρόκαστρο,"111","135",36.8347473144531
"1435","23.3302","41.0679","-6.7684",H.al,- Σοχός - Σιτοχώριον - Ροδολίβος - Νέο Πετρίτσιον - Πόροια -  - Σιδηρόκαστρο - Κερκίνη - Σέρραι - Προσοτσάνη,"111","120",19.5353393554688
"1436","23.3635","41.0679","-15.9183",H.al,- Σοχός - Σιτοχώριον - Ροδολίβος - Νέο Πετρίτσιον - Πόροια -  - Σιδηρόκαστρο - Κερκίνη - Σέρραι - Προσοτσάνη,"111","120",19.3889064788818
"1437","23.3968","41.0679","-23.1915",H.al,- Σοχός - Σιτοχώριον - Ροδολίβος - Νέο Πετρίτσιον - Πόροια -  - Σιδηρόκαστρο - Κερκίνη - Σέρραι - Προσοτσάνη,"111","118",17.1670684814453
"1438","23.0305","41.0346","6.1131",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","215",493.639099121094
"1439","23.0638","41.0346","8.4535",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","213",495.714324951172
"1440","23.197","41.0346","10.9977",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","206",349.253479003906
"1441","23.2303","41.0346","19.4449",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","216",439.445495605469
"1442","23.2969","41.0346","11.9574",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","152",122.177406311035
"1443","23.3302","41.0346","1.9157",H.al,- Σοχός - Σιτοχώριον - Ροδολίβος - Κερκίνη - Σιδηρόκαστρο,"111","133",28.0171432495117
"1444","23.3635","41.0346","-8.9706",H.al,- Σοχός - Σιτοχώριον - Ροδολίβος - Κερκίνη - Σιδηρόκαστρο,"111","118",17.8305644989014
"1445","23.3968","41.0346","-18.6976",H.al,- Σοχός - Σιτοχώριον - Ροδολίβος - Νέο Πετρίτσιον - Πόροια -  - Σιδηρόκαστρο - Κερκίνη - Σέρραι - Προσοτσάνη,"111","117",16.5040416717529
"1446","23.0638","41.0013","3.5478",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","217",599.681091308594
"1447","23.0971","41.0013","4.3236",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","219",660.2041015625
"1448","23.2636","41.0013","20.6298",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","211",508.822937011719
"1449","23.2969","41.0013","17.4693",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","186",371.122314453125
"1450","23.3302","41.0013","10.7253",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","156",160.330978393555
"1451","23.3635","41.0013","-0.0137",Pt.t2.s,- Σοχός - Κερκίνη - Σιδηρόκαστρο,"111","139",47.6435279846191
"1452","23.3968","41.0013","-11.0503",H.al,- Σοχός - Σιτοχώριον - Ροδολίβος - Κερκίνη - Σιδηρόκαστρο,"111","115",15.4482975006104
"1453","23.2969","40.968","17.3902",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","193",340.825500488281
"1454","23.3968","40.968","3.6559",Pt.t2.s,- Σοχός - Κερκίνη - Σιδηρόκαστρο,"111","140",50.9625549316406
"1455","23.2969","40.9347","11.4976",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","205",416.260406494141
"1456","23.3302","40.9347","13.5748",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","166",370.423217773438
"1457","23.3635","40.9347","15.0703",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","180",283.436706542969
"1458","23.0305","40.9014","-9.841",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","208",416.553863525391
"1459","23.0638","40.9014","-11.6477",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","216",544.468078613281
"1460","23.0971","40.9014","-12.0184",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","217",632.496826171875
"1461","23.1637","40.8681","-4.9291",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","216",507.096313476562
"1462","23.197","40.8681","-0.3621",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","219",686.747619628906
"1463","23.2303","40.8681","2.6874",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","221",799.828369140625
"1464","23.1637","40.8348","-8.5534",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","216",536.539916992188
"1465","23.2303","40.8348","0.7884",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","219",665.103454589844
"1466","23.2303","40.8015","-4.7733",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","201",436.172790527344
"1467","22.7641","41.2677","1.9705",H.al,- Χέρσον - Καστανούσα,"111","157",189.619583129883
"1468","22.7641","41.2344","-0.9078",land,Χέρσον,"0","152",142.5
"1469","22.7641","41.2011","-4.0723",land,Χέρσον,"0","152",142.5
"1470","23.4301","41.4009","9.4796","Pt.l,s",Νέο Πετρίτσιον,"111","163",224.238967895508
"1471","23.4634","41.4009","6.8584","Pt.l,s",Νέο Πετρίτσιον,"111","198",373.620849609375
"1472","23.4967","41.4009","4.1056","Pt.l,s",Νέο Πετρίτσιον,"111","217",594.409240722656
"1473","23.3968","41.3676","2.0465","Pt.l,s",Νέο Πετρίτσιον,"111","171",274.991577148438
"1474","23.4301","41.3676","5.0765","Pt.l,s",Νέο Πετρίτσιον,"111","171",281.657928466797
"1475","23.4634","41.3676","9.7101","Pt.cs,sc2",Νέο Πετρίτσιον,"121","195",399.238647460938
"1476","23.4967","41.3676","11.66",mr,- Αχλαδοχώριον - Νέο Πετρίτσιον,"2132","217",719.634521484375
"1477","23.3635","41.3676","0.242","M-Pl.s,l",Νέο Πετρίτσιον,"121","144",86.93896484375
"1478","23.3302","41.3676","-4.7521",gn2,- Νέο Πετρίτσιον - Καστανούσα - Πόροια,"323","155",110.216110229492
"1479","23.3302","41.3343","6.7561",gn2,- Νέο Πετρίτσιον - Καστανούσα - Πόροια,"323","199",376.788269042969
"1480","23.3302","41.301","9.3101",water_surf,- Νέο Πετρίτσιον,"0","146",51
"1481","23.2969","41.3676","-13.7312",gn2,- Νέο Πετρίτσιον - Καστανούσα - Πόροια,"323","188",400.040954589844
"1482","23.2636","41.3343","8.0134",gn2,- Νέο Πετρίτσιον - Καστανούσα - Πόροια,"323","219",617.51806640625
"1483","23.2969","41.3343","4.9635",gn-mu,Νέο Πετρίτσιον,"413","221",754.367736816406
"1484","23.2636","41.301","8.7307",gn2,- Νέο Πετρίτσιον - Καστανούσα - Πόροια,"323","222",945.072021484375
"1485","23.2969","41.301","8.3862",gn-mu,Νέο Πετρίτσιον,"413","208",402.082427978516
"1486","23.3635","41.3343","6.274","gn,bi",Νέο Πετρίτσιον,"413","153",184.386917114258
"1487","23.3968","41.3343","4.9736","mr,sp",Νέο Πετρίτσιον,"323","206",480.439331054688
"1488","23.4301","41.3343","6.6733",gn,Νέο Πετρίτσιον,"323","225",1028.82678222656
"1489","23.3635","41.301","7.3919",ρ,Νέο Πετρίτσιον,"322","201",487.594482421875
"1490","23.3968","41.301","6.8217",gn-sch,Νέο Πετρίτσιον,"413","216",615.933776855469
"1491","23.4301","41.301","8.104","Pl.c,st",Νέο Πετρίτσιον,"411","217",540.326904296875
"1492","23.4634","41.3343","10.3208",mr,- Αχλαδοχώριον - Νέο Πετρίτσιον,"2132","225",908.14794921875
"1493","23.4301","41.2677","6.7177","Pl.st,l",- Νέο Πετρίτσιον - Σιδηρόκαστρο,"121","179",281.734344482422
"1494","23.4634","41.2677","5.7752","Ms.c,l,st",Νέο Πετρίτσιον,"121","204",442.411376953125
"1495","23.2969","41.4009","-8.539",gn2,- Νέο Πετρίτσιον - Καστανούσα - Πόροια,"323","178",309.484680175781
"1496","23.2303","41.3676","-8.4452",gn2,- Νέο Πετρίτσιον - Καστανούσα - Πόροια,"323","222",834.936645507812
"1497","23.2636","41.3676","-17.9292",gn2,- Νέο Πετρίτσιον - Καστανούσα - Πόροια,"323","218",625.919982910156
"1498","22.864","41.3343","6.9929",gn2,- Νέο Πετρίτσιον - Καστανούσα - Πόροια,"323","228",1489.91625976562
"1499","22.9306","41.3343","-1.2252",gn2,- Νέο Πετρίτσιον - Καστανούσα - Πόροια,"323","229",1585.51159667969
"1500","23.2303","41.3343","12.9206",gn2,- Νέο Πετρίτσιον - Καστανούσα - Πόροια,"323","227",1183.86303710938
"1501","23.2303","41.301","10.7788",gn2,- Νέο Πετρίτσιον - Καστανούσα - Πόροια,"323","224",963.851806640625
"1502","23.4301","41.2344","7.6004","Ms.c,st",- Νέο Πετρίτσιον - Σιδηρόκαστρο,"111","192",373.788238525391
"1503","23.4634","41.2344","9.6313",gn-μν,- Αχλαδοχώριον - Νέο Πετρίτσιον - Σιδηρόκαστρο - Σέρραι,"222","219",623.114990234375
"1504","22.1314","40.4685","11.4152",T-Ji.k,- Βελβεντός - Κοζάνη - Βέροια,"2111","220",647.004455566406
"1505","22.1647","40.4685","6.4695",Ks.k,- Βελβεντός - Βέροια,"2211","215",486.229278564453
"1506","22.1314","40.4352","9.9547",T-Ji.k,- Βελβεντός - Κοζάνη - Βέροια,"2111","226",1128.72216796875
"1507","22.1647","40.4352","11.3553","Pl-Pt.l,st",Βελβεντός,"211","217",594.64453125
"1508","22.2313","40.4685","-5.9526",Ki-s.ph,Βελβεντός,"223","176",240.202499389648
"1509","22.198","40.4685","-2.4351",Ki-s.k,Βελβεντός,"2211","215",494.452087402344
"1510","22.198","40.4352","5.0825",πρ,Βελβεντός,"413","184",267.399047851562
"1511","22.2313","40.4352","0.8209",Ki-s.k,Βελβεντός,"2111","212",566.063354492188
"1512","22.0315","40.4685","1.5475",T-Ji.k,- Βελβεντός - Κοζάνη - Βέροια,"2111","227",1368.59387207031
"1513","22.1647","40.4019","9.87",Pzi-C.sch-mi,Βελβεντός,"413","218",632.440246582031
"1514","22.198","40.4019","3.1443","Pl-Pt.l,st",Βελβεντός,"221","188",384.307037353516
"1515","22.2313","40.4019","1.3084",Ki-s.k,Βελβεντός,"2111","221",825.473571777344
"1516","22.1647","40.3686","8.1716","Q.sc,cs",Βελβεντός,"311","152",195.058364868164
"1517","22.198","40.3686","-1.8231",o,Βελβεντός,"412","216",511.829315185547
"1518","22.2313","40.3686","-3.286","H.sc,cs",Βελβεντός,"121","217",596.638793945312
"1519","22.0981","40.4019","5.3167",Tm-Ji.k2,Βελβεντός,"2232","227",1268.61706542969
"1520","22.1314","40.4019","10.4814",Pzi-C.sch-gn,Βελβεντός,"323","225",1042.74426269531
"1521","22.1314","40.3686","15.7339",mγ,Βελβεντός,"323","203",388.07275390625
"1522","22.1314","40.3353","13.764",Pzi-C.sch-gn,Βελβεντός,"413","165",230.089889526367
"1523","22.1647","40.3353","8.4903",Pl-Pt.m,Βελβεντός,"411","216",589.716674804688
"1524","22.198","40.3353","0.6049",Pzi-C.sch-gn,Βελβεντός,"323","222",863.115295410156
"1525","22.2313","40.3353","-2.6324",Pzi-C.sch-gn,Βελβεντός,"323","226",1150.92651367188
"1526","22.1647","40.302","4.539","Q.sc,cs",Βελβεντός,"311","226",1356.1513671875
"1527","22.198","40.302","-0.1339","Q.sc,cs",- Βελβεντός,"121","228",1779.34057617188
"1528","22.2313","40.302","-6.5036","Pz,gn",- Κονταριώτισα - Λειβάδιον - Κολινδρός - Βελβεντός,"323","227",1421.88623046875
"1529","22.198","40.2687","-0.3274","Q.sc,cs",Βελβεντός,"311","228",1739.51940917969
"1530","22.2313","40.2687","-9.8791","Pz,gn",- Κονταριώτισα - Λειβάδιον - Κολινδρός - Βελβεντός,"323","227",1196.03149414062
"1531","22.0981","40.4685","4.6446",T-Ji.k,- Βελβεντός - Κοζάνη - Βέροια,"2111","226",1179.24829101562
"1532","21.9982","40.4685","7.5476",T-Ji.k,- Βελβεντός - Κοζάνη - Βέροια,"2111","229",1727.32873535156
"1533","22.0648","40.4685","-1.4665",T-Ji.k,- Βελβεντός - Κοζάνη - Βέροια,"2111","226",1259.02221679688
"1534","22.0981","40.4352","2.5181",T-Ji.k,- Βελβεντός - Κοζάνη - Βέροια,"2111","228",1584.86376953125
"1535","22.3312","40.2354","7.309",M.sq.c,Κονταριώτισα,"111","159",190.872787475586
"1536","22.3645","40.2354","8.4442",M.sq.c,Κονταριώτισα,"111","168",243.463439941406
"1537","22.3978","40.2354","5.8202",M.sq.c,Κονταριώτισα,"111","159",183.971878051758
"1538","22.4311","40.2354","1.6671",M.sq.c,Κονταριώτισα,"111","153",143.303024291992
"1539","22.4644","40.2354","-0.7048",M.sq.c,Κονταριώτισα,"111","146",96.1356964111328
"1540","22.4977","40.2354","-0.5585",al,- Λιτόχωρο - Κονταριώτισα - Κατερίνη - Κολινδρός,"111","121",26.253360748291
"1541","22.531","40.2354","0.4438",al,- Λιτόχωρο - Κονταριώτισα - Κατερίνη - Κολινδρός,"111","115",13.4363069534302
"1542","22.5643","40.2354","1.3811",al,- Λιτόχωρο - Κονταριώτισα - Κατερίνη - Κολινδρός,"111","106",4.81675624847412
"1543","22.3312","40.2021","12.854","Pt.sc,cs",- Λιτόχωρο - Κονταριώτισα,"111","178",318.871826171875
"1544","22.3645","40.2021","14.5659","Pt.sc,cs",- Λιτόχωρο - Κονταριώτισα,"111","177",292.718872070312
"1545","22.3978","40.2021","11.6732","Pt.sc,cs",- Λιτόχωρο - Κονταριώτισα,"111","152",158.349655151367
"1546","22.4311","40.2021","5.0384",al,- Λιτόχωρο - Κονταριώτισα - Κατερίνη - Κολινδρός,"111","146",93.6354522705078
"1547","22.4644","40.2021","1.1434",al,- Λιτόχωρο - Κονταριώτισα - Κατερίνη - Κολινδρός,"111","131",30.9601345062256
"1548","22.4977","40.2021","0.6196",al,- Λιτόχωρο - Κονταριώτισα - Κατερίνη - Κολινδρός,"111","109",10.3594751358032
"1549","22.531","40.2021","-0.7425",al,- Λιτόχωρο - Κονταριώτισα - Κατερίνη - Κολινδρός,"111","108",7.50400590896606
"1550","22.5643","40.2021","-2.1101",al,- Λιτόχωρο - Κονταριώτισα - Κατερίνη - Κολινδρός,"111","101",1.59263062477112
"1551","22.3645","40.1688","7.0435","Pt.sc,cs",- Λιτόχωρο - Κονταριώτισα,"111","218",546.450439453125
"1552","22.3978","40.1688","10.3358","Pt.sc,cs",- Λιτόχωρο - Κονταριώτισα,"111","196",378.356964111328
"1553","22.4311","40.1688","9.898","Pt.sc,cs",- Λιτόχωρο - Κονταριώτισα,"111","162",223.910888671875
"1554","22.4644","40.1688","9.424","Pt.sc,cs",- Λιτόχωρο - Κονταριώτισα,"111","147",102.935264587402
"1555","22.4977","40.1688","9.5455",al,- Λιτόχωρο - Κονταριώτισα - Κατερίνη - Κολινδρός,"111","108",3.31028819084167
"1556","22.531","40.1688","4.3391",al,- Λιτόχωρο - Κονταριώτισα - Κατερίνη - Κολινδρός,"111","99",-0.172502562403679
"1557","22.3978","40.1355","-2.8904",J.k,- Λιτόχωρο - Κονταριώτισα,"2211","225",1323.28173828125
"1558","22.4311","40.1355","0.2195",T.k,- Λιτόχωρο - Κονταριώτισα,"2211","225",941.102722167969
"1559","22.4644","40.1355","7.4286",T.k,- Λιτόχωρο - Κονταριώτισα,"2211","204",427.703063964844
"1560","22.4977","40.1355","16.8593","Pt.sc,cs",- Λιτόχωρο - Κονταριώτισα,"111","156",139.350296020508
"1561","22.531","40.1355","15.0171","Pt.sc,cs",- Λιτόχωρο - Κονταριώτισα,"111","134",36.2393417358398
"1562","22.3978","40.1022","-5.5286",J.k,- Λιτόχωρο - Κονταριώτισα,"2211","231",2160.77099609375
"1563","22.4311","40.1022","-8.5269",T.k,- Λιτόχωρο - Κονταριώτισα,"2211","226",1357.66870117188
"1564","22.4644","40.1022","-4.04",T.k,- Λιτόχωρο - Κονταριώτισα,"2211","217",843.663940429688
"1565","22.4977","40.1022","8.5048","Pt.sc,cs",- Λιτόχωρο - Κονταριώτισα,"111","193",333.489349365234
"1566","22.531","40.1022","15.3876","Pt.sc,cs",- Λιτόχωρο - Κονταριώτισα,"111","154",145.044662475586
"1567","22.5643","40.1022","4.0149",al,- Λιτόχωρο - Κονταριώτισα - Κατερίνη - Κολινδρός,"111","115",0
"1568","22.3645","40.0689","1.6648",J.k,- Λιτόχωρο - Κονταριώτισα,"2211","232",2481.82373046875
"1569","22.3978","40.0689","-0.2367",T.k,- Λιτόχωρο - Κονταριώτισα,"2211","229",1947.33447265625
"1570","22.4311","40.0689","-3.3832",T.k,- Λιτόχωρο - Κονταριώτισα,"2211","230",2021.68237304688
"1571","22.4644","40.0689","-6.7958",T.k,- Λιτόχωρο - Κονταριώτισα,"2211","225",967.659362792969
"1572","22.4977","40.0689","-4.0966",T.k,- Λιτόχωρο - Κονταριώτισα,"2211","220",668.505737304688
"1573","22.531","40.0689","2.5814","Pt.sc,cs",- Λιτόχωρο - Κονταριώτισα,"111","160",175.801391601562
"1574","22.5643","40.0689","1.5907",al,- Λιτόχωρο - Κονταριώτισα - Κατερίνη - Κολινδρός,"111","111",4.33550500869751
"1575","22.4644","40.0356","-3.2559",J.k,- Λιτόχωρο - Κονταριώτισα,"2211","226",1268.638671875
"1576","22.4977","40.0356","-4.5676",J.k,- Λιτόχωρο - Κονταριώτισα,"2211","217",497.324493408203
"1577","22.531","40.0356","-3.1038","Pt.sc,cs",- Λιτόχωρο - Κονταριώτισα,"111","162",219.169616699219
"1578","22.5643","40.0356","0.1025","Pt.sc,cs",- Λιτόχωρο - Κονταριώτισα,"111","132",31.5364036560059
"1579","22.2979","40.2021","9.9019","Pz,gn",- Κονταριώτισα - Λειβάδιον - Κολινδρός - Βελβεντός,"323","216",586.490173339844
"1580","22.2646","40.1688","5.8165","Pz,gn",- Κονταριώτισα - Λειβάδιον - Κολινδρός - Βελβεντός,"323","225",1026.71630859375
"1581","22.4977","40.0023","2.1972",sh,- Λιτόχωρο - Κονταριώτισα,"413","221",652.807312011719
"1582","22.2313","40.1355","4.7147","Pz,gn",- Κονταριώτισα - Λειβάδιον - Κολινδρός - Βελβεντός,"323","224",986.612060546875
"1583","22.531","40.0023","-2.1882",ab-sch,Λιτόχωρο,"323","218",653.269714355469
"1584","22.5643","40.0023","-6.7048",ab-sch,Λιτόχωρο,"323","167",193.534408569336
"1585","22.5976","40.0023","-6.1649","σ,π",Λιτόχωρο,"412","144",81.3792877197266
"1586","22.198","40.2354","5.5566","Pz,gn",- Κονταριώτισα - Λειβάδιον - Κολινδρός - Βελβεντός,"323","229",1842.41967773438
"1587","22.2979","40.2354","2.4963",M.sq.c,Κονταριώτισα,"111","205",359.992065429688
"1588","22.531","40.2687","4.675",al,- Λιτόχωρο - Κονταριώτισα - Κατερίνη - Κολινδρός,"111","127",25.4453830718994
"1589","22.5643","40.2687","5.7673",al,- Λιτόχωρο - Κονταριώτισα - Κατερίνη - Κολινδρός,"111","112",10.5771436691284
"1590","22.2313","40.2354","1.7724","Pz,gn",- Κονταριώτισα - Λειβάδιον - Κολινδρός - Βελβεντός,"323","227",1400.66772460938
"1591","22.2646","40.2354","-0.5768","Pz,gn",- Κονταριώτισα - Λειβάδιον - Κολινδρός - Βελβεντός,"323","226",1102.99389648438
"1592","22.1314","40.2021","4.8763",ab,- Κονταριώτισα - Λειβάδιον,"323","227",1473.81762695312
"1593","22.1647","40.2021","7.8099",ab,- Κονταριώτισα - Λειβάδιον,"323","226",1342.95971679688
"1594","22.198","40.2021","9.8117",ab,- Κονταριώτισα - Λειβάδιον,"323","224",1156.32934570312
"1595","22.2313","40.2021","10.7584",ab,- Κονταριώτισα - Λειβάδιον,"323","219",736.73291015625
"1596","22.2646","40.2021","8.3233",ab,- Κονταριώτισα - Λειβάδιον,"323","226",1008.79565429688
"1597","22.2313","40.1688","6.3327","Pz,gn",- Κονταριώτισα - Λειβάδιον - Κολινδρός - Βελβεντός,"323","225",961.846801757812
"1598","22.2646","40.2687","-14.1616","Pz,gn",- Κονταριώτισα - Λειβάδιον - Κολινδρός - Βελβεντός,"323","221",806.889770507812
"1599","24.0295","41.0679","-9.7389",al,- Προσοτσάνη - Δράμα - Κρηνίδες,"111","140",51.5874137878418
"1600","24.0295","41.0346","7.1674",al,- Προσοτσάνη - Δράμα - Κρηνίδες,"111","143",50.9113540649414
"1601","24.0295","41.0013","14.1439",Pt.lm,Δράμα,"422","151",127.148513793945
"1602","23.53","41.3343","12.2593",Pt.br,Αχλαδοχώριον,"212","215",510.736083984375
"1603","23.5633","41.3343","7.3049",al,Αχλαδοχώριον,"111","218",638.394287109375
"1604","23.5966","41.301","1.9545",γ,Αχλαδοχώριον,"222","220",706.824829101562
"1605","23.6299","41.301","8.9655",γ,Αχλαδοχώριον,"222","225",1096.69104003906
"1606","23.53","41.301","-1.8948",Q.lk2,Αχλαδοχώριον,"121","215",471.751068115234
