id,f,l,H,dg
1,40.63009486,22.96033149,38.621,33.5961
1,40.6279446,22.96215907,41.0131,33.0176
1,40.62756323,22.96241435,41.0075,32.8718
1,40.6272431,22.96264531,41.3115,32.827
1,40.63300219,22.95521221,27.1423,33.5382
1,40.63255581,22.95608696,28.3894,33.4638
1,40.63210453,22.95685088,26.7115,32.895
1,40.63161424,22.95739557,31.7082,33.2908
1,40.6313249,22.95817124,32.8964,33.1326
1,40.63092121,22.95867054,33.7794,33.0161
1,40.63026816,22.95964172,36.231,33.2523
1,40.62987069,22.95975455,35.0915,33.2165
1,40.62796993,22.96157524,38.9727,33.035
1,40.62759226,22.96183387,38.5609,32.7529
1,40.6272628,22.96206242,38.988,32.6841
1,40.62695208,22.96185899,36.0929,32.3714
1,40.62764502,22.96087489,35.0263,32.1879
1,40.63256148,22.95480695,25.1841,33.2569
1,40.63227086,22.95527131,26.5168,33.0391
1,40.63198184,22.95582608,26.4734,32.8559
1,40.6316871,22.95634971,34.1468,35.3945
1,40.63121448,22.957042,30.0678,33.6072
1,40.63083858,22.95760595,29.5915,33.0548
1,40.63046024,22.9580948,29.9698,32.9718
1,40.63013421,22.9586585,30.5709,32.8361
1,40.62968252,22.95901608,30.5957,32.8506
1,40.62924216,22.95918904,30.2702,32.8307
1,40.62882655,22.9594984,31.0023,32.6364
1,40.62855235,22.9598322,30.8702,32.4404
1,40.62830682,22.96044579,32.2235,32.9281
1,40.62829452,22.96112846,35.2905,33.2192
1,40.62834549,22.96182065,38.6455,33.3197
1,40.62836272,22.96228162,42.1111,33.3498
1,40.63185364,22.95416832,22.3869,32.4094
1,40.63148862,22.95506587,3.5338,26.5857
1,40.63095133,22.95579938,26.3323,33.0272
1,40.63044173,22.95653501,26.4217,32.638
1,40.62984554,22.95734001,24.4014,32.627
1,40.62920255,22.95822679,26.4002,32.7062
1,40.62854241,22.95892506,33.3174,34.9936
1,40.62779347,22.95982137,35.5397,35.3052
1,40.62717779,22.96057817,28.6524,31.9073
1,40.62664452,22.96099488,30.4277,31.8138
1,40.63108615,22.95349819,19.4282,31.4582
1,40.63050924,22.95461079,19.6795,32.1391
1,40.63018077,22.95530882,19.8904,32.4181
1,40.62983051,22.95595482,19.9532,32.4278
1,40.62945092,22.95665049,20.5832,32.3929
1,40.62904389,22.95709681,21.0147,32.3845
1,40.62861708,22.95757476,21.3952,32.3437
1,40.62820376,22.95801967,21.9803,32.3513
1,40.62786076,22.95840601,21.1686,31.7493
1,40.62748288,22.95887235,22.9177,32.0585
1,40.62696623,22.95942164,23.6137,31.8994
