id,f,l,H,dg
1,40.15534185,22.22904397,806.5157,4.16019
1,40.14532564,22.22503648,810.5968,4.50354
1,40.13508128,22.21962407,856.496,3.45222
1,40.12904484,22.21515157,868.8693,2.5006
1,40.1202029,22.2106249,896.3893,1.56272
1,41.27876096,23.31780417,72.904988,-1.35937
1,41.27739749,23.30174278,93.8928812,-2.80428
1,41.26615491,23.25902259,51.08177887,-7.98422
1,41.26613671,23.23404962,50.61745727,-6.13968
1,41.26190814,23.20141189,61.85849635,-6.41532
1,41.26519711,23.15829137,82.70960248,-5.46894
1,41.26281916,23.13751391,79.2905093,-3.5878
1,40.5116935,22.22023998,78.94286552,-3.21563
1,40.63183868,22.07526922,265.6500628,-9.52934
1,40.75389784,22.0192495,305.7339923,-5.18263
1,40.83823784,21.99626452,658.9379018,-5.70616
1,40.97082032,21.94772283,273.1978156,-11.5314
1,40.96900462,22.01920355,154.1446155,-14.2154
1,40.99674317,22.12716021,130.776738,-12.1701
1,41.05677087,22.15950912,267.7502971,-10.3122
1,41.10220654,22.20633606,590.0772742,-16.9019
1,41.07778296,22.27725869,810.509786,-7.42561
1,41.09224778,22.38523425,525.8806314,-6.85851
1,41.28326947,23.0167652,229.6278754,-2.02736
1,41.28616378,23.03424064,373.4296706,0.824041
1,41.27746843,23.05777676,204.542158,-1.17414
1,41.28392587,22.93030918,249.3642629,4.64387
1,41.25719811,22.84232276,186.6066296,1.51627
1,41.25268334,22.7926875,165.4455171,-2.10576
1,41.18497075,22.81297871,214.6294808,-0.129271
1,41.14725736,22.79624364,216.6035989,-0.020607
1,41.13806058,22.79670334,207.5882473,-0.641962
1,41.11316749,22.79418517,121.7124732,-2.66487
1,41.08887995,22.79207778,102.4645553,-4.09589
1,41.08933092,22.70382717,68.59132748,-2.12248
1,41.07263825,22.64928293,36.78976078,-9.5382
1,41.10463868,22.6267117,113.0898817,-10.0479
1,41.10545794,22.55804019,63.96412594,12.2731
1,41.10634828,22.55963245,77.06125744,11.5728
1,41.12174573,22.51127787,64.88625013,13.382
1,40.96905225,23.20538226,579.5708995,13.5992
1,40.97424551,23.20419838,588.5141265,14.9869
1,40.97574971,23.19986953,558.0160167,14.1036
1,40.97890783,23.19085678,507.7376422,13.226
1,40.97671938,23.18339381,488.0559235,11.87
1,40.95979413,23.1767344,559.2438508,8.4203
1,40.96284727,23.18553747,590.749203,11.2375
1,40.95654505,23.18315243,580.4095057,9.10347
1,40.95853923,23.19670054,610.2860394,11.8555
1,40.96703555,23.19504778,588.016114,13.1796
1,40.96078631,23.20490316,636.4666662,13.3427
1,40.94927681,23.1991687,630.9911522,9.32186
1,40.94973259,23.18944562,595.8841463,7.89587
1,40.94713932,23.18237007,585.7015448,5.61157
1,40.94521237,23.19130777,583.529041,5.90269
1,40.94109608,23.19826284,601.4254062,6.11481
1,40.93588303,23.18998048,587.7633994,5.48514
1,40.93168129,23.18373759,576.4633682,4.05215
1,40.93111948,23.17803804,536.9078045,2.86652
1,40.93837457,23.17841441,541.4062568,4.53842
1,40.93607435,23.17379681,523.5132565,3.7569
1,40.93885837,23.16504041,548.8153151,1.58596
1,40.94736505,23.16504464,566.3497802,2.53253
1,40.94978749,23.1525641,562.7734433,0.0657518
1,40.96400102,23.16762456,556.3705826,7.80899
1,40.94269546,23.20742928,610.2851994,8.32795
1,40.93223544,23.20518668,569.0787739,4.93922
1,40.93187067,23.19712887,576.4875939,4.44835
1,40.9272666,23.18957202,565.3044546,2.94269
1,40.92993695,23.1669576,497.5647612,1.01912
1,40.9309392,23.15902134,541.960321,-1.89969
1,40.93691417,23.15186086,558.7108194,-1.22949
1,40.94185444,23.14349649,590.5423061,-0.964459
1,40.94040549,23.13489971,575.3319918,-0.978687
1,40.93224306,23.13293729,590.1500586,-0.57534
1,40.92992924,23.13635124,574.1003212,-0.978569
1,40.9267024,23.14545383,566.0847751,-2.22721
1,40.91971613,23.16055548,539.0440972,-3.10291
1,40.92414713,23.16793229,492.4095265,-0.0831519
1,40.92261569,23.19948183,553.3043613,2.16819
1,40.91893742,23.20507408,564.2827591,0.681595
1,40.91397755,23.20683351,564.3287432,0.126554
1,40.9048141,23.20681491,619.5227991,-0.306093
1,40.9047408,23.20163917,595.7285432,-1.41268
1,40.91094374,23.19515787,560.0823484,-1.98463
1,40.91500057,23.19035222,530.5318577,-0.847402
1,40.91987216,23.18716966,533.8828022,0.78917
1,40.92286962,23.18187286,552.5154296,1.57075
1,40.97977805,23.1626029,580.327483,10.5758
1,40.97682613,23.17005816,561.8279755,11.6212
1,40.97637176,23.15666192,596.0149869,8.33327
1,40.98120047,23.14947196,623.933184,9.23907
1,40.97876659,23.13844869,640.3023025,6.80885
1,40.97149466,23.14395403,621.9146315,6.06933
1,40.96776324,23.15210295,602.8063754,6.40048
1,40.96583207,23.15667675,589.9910648,6.28058
1,40.96630334,23.14487581,603.9384195,4.93207
1,40.95807142,23.15287306,565.5810011,3.07703
1,40.97649587,23.11622274,668.8452178,3.01713
1,40.97004446,23.11794546,677.8399458,2.27912
1,40.96039391,23.11279326,690.5284891,0.635997
1,40.95777617,23.1066551,703.0360737,-0.862079
1,40.95530397,23.09978195,705.764721,-3.21532
1,40.94599717,23.09775608,694.3913138,-4.03974
1,40.9354707,23.09484674,730.9597519,-4.57923
1,40.9152458,23.17966037,488.0331751,-1.84792
1,40.91165119,23.18161735,520.9994939,-3.53408
1,40.90642438,23.18332863,514.7253757,-2.6406
1,40.90072931,23.18518696,564.8310338,-4.13726
1,40.89354431,23.18838625,590.7553766,-1.49793
1,40.88428268,23.18735901,583.8761973,-2.66162
1,40.88401877,23.19938058,646.22276,-0.235253
1,40.88344156,23.21107303,731.2842166,1.39161
1,40.89374678,23.20742474,684.0485342,1.73585
1,40.89382386,23.20254967,664.2424478,1.39101
1,40.89364145,23.17777751,526.4568527,-2.86503
1,40.89814357,23.17361986,488.0414848,-5.13608
1,40.89612384,23.16626601,500.547819,-5.19277
1,40.90126504,23.15595717,508.1684414,-6.58586
1,40.90061568,23.15042753,523.5326535,-7.43353
1,40.8957904,23.15740736,465.7700091,-7.0815
1,40.88413908,23.17801709,541.9003761,-3.69217
1,40.88489672,23.16864894,531.4620877,-3.80972
1,40.88269169,23.15923907,463.7125128,-8.3708
1,40.87899389,23.14686952,461.5331576,-9.08447
1,40.8836717,23.14374724,510.2380294,-8.61514
1,40.88330826,23.13543012,507.8623837,-10.393
1,40.89409113,23.13363314,556.3190892,-8.49731
1,40.89512085,23.12474461,499.1433386,-10.6706
1,40.89506489,23.11448998,555.9440378,-11.8476
1,40.88310906,23.11396756,512.9692535,-15.1569
1,40.89283238,23.10588883,556.5536538,-13.1989
1,40.90295341,23.09544316,629.1217385,-11.7915
1,40.90715763,23.10082189,617.1405695,-10.5964
1,40.89949617,23.10399919,592.131865,-11.3047
1,40.88389883,23.12348505,507.87056,-12.008
1,40.89405265,23.09824179,588.3162255,-14.3832
1,40.88369612,23.10511597,524.0591494,-15.0898
1,40.8887397,23.09579027,560.3864189,-15.9426
1,40.88303189,23.09695773,561.0309809,-16.3151
1,40.90498509,23.11623826,570.695895,-8.96983
1,40.91228145,23.11146097,617.0643761,-8.68047
1,40.91588511,23.12127391,583.5195189,-5.82402
1,40.92029755,23.11654114,622.2707076,-6.07721
1,40.91995749,23.12692681,605.5147707,-3.79265
1,40.92105098,23.13513964,588.5977716,-3.26652
1,40.9191322,23.14356707,537.4421845,-3.12842
1,40.91224064,23.1499654,560.8921573,-4.90365
1,40.91070518,23.13949471,554.4473451,-5.39044
1,40.90129532,23.13375826,571.6486959,-9.47165
1,40.90200938,23.1412758,553.0309958,-8.93337
1,40.89304228,23.1430876,547.8704349,-8.46771
1,40.889077,23.15384167,498.3659546,-6.95478
1,40.91156554,23.13017971,585.3412779,-5.81328
1,40.91440476,23.08588129,731.7924788,-10.3018
1,40.89734436,23.09053679,612.1542828,-14.0614
1,40.97800161,23.10351925,651.2808992,1.83213
1,40.97698769,23.12368351,633.5431019,3.2079
1,40.96951296,23.12390572,655.5716206,1.58781
1,40.95989482,23.12130801,693.4625957,1.11774
1,40.95313488,23.12480819,648.4756634,-0.564447
1,40.96667643,23.13251907,608.896223,0.418804
1,40.95799755,23.13740457,623.4783044,0.864644
1,40.95729759,23.1459849,578.1203311,2.08271
1,40.9494158,23.13639972,614.7237714,-0.291742
1,40.95054628,23.13386259,621.8656172,-1.42389
1,40.94357869,23.12483957,603.6498369,-0.424222
1,40.93616208,23.12345053,611.1562056,-1.62014
1,40.93444453,23.11181076,670.0357752,-1.70201
1,40.9305832,23.10500488,724.3818847,-2.68591
1,40.92899934,23.1165781,671.7771497,-1.41934
1,40.92409087,23.10513547,708.4865022,-5.56602
1,40.91533971,23.1032729,685.7188431,-8.0243
1,40.91170338,23.09452245,648.2643317,-10.1591
1,40.92258198,23.08400882,733.4290711,-9.28459
1,40.93312027,23.08375365,652.3890601,-6.3713
1,40.93121272,23.09470566,773.2088071,-4.77019
1,40.93802505,23.10205237,667.391815,-2.68459
1,40.94381184,23.11568611,605.1678644,-2.06752
1,40.94714166,23.10271705,673.5117828,-2.65896
1,40.88491899,23.09970052,539.4571034,-15.7251
1,40.88518425,23.10006992,536.5248787,-15.6521
1,40.8855051,23.10041076,534.144705,-15.6828
1,40.88577621,23.10079368,533.002591,-15.5838
1,40.88600743,23.10121735,532.9725807,-15.4362
1,40.88599872,23.10172481,533.1294018,-15.4708
1,40.88610299,23.10218271,534.7252374,-15.3503
1,40.88607028,23.10273012,535.9677128,-15.2745
1,40.88597628,23.10331716,537.3431915,-15.0799
1,40.88622606,23.1036443,537.0873918,-14.976
1,40.88661735,23.10386597,536.6788479,-15.0482
1,40.88693671,23.10445346,536.6448109,-14.8103
1,40.88739428,23.10500977,537.0761927,-14.3978
1,40.88778334,23.10548326,537.3443104,-14.3658
1,40.88834704,23.10596841,538.076108,-14.3717
1,40.88883898,23.10673817,536.3134078,-14.5866
1,40.88913568,23.10712054,534.8428438,-14.6449
1,40.88942953,23.10747845,533.4863319,-14.6207
1,40.88987011,23.1080034,533.0870941,-14.263
1,40.89015518,23.10835315,534.3106766,-13.8836
1,40.89044969,23.10871295,535.904046,-13.6217
1,40.89074759,23.10893624,536.9504709,-13.7104
1,40.89111562,23.10922497,539.3342624,-13.6269
1,40.89149817,23.10918969,540.664002,-13.6204
1,40.89197913,23.10898506,543.4825464,-13.4813
1,40.89240339,23.10896881,546.2750946,-13.2717
1,40.89271506,23.10924611,548.5843324,-13.1505
1,40.89303487,23.10954972,551.3739049,-13.1419
1,40.89327806,23.1100222,554.1571986,-13.2684
1,40.89336144,23.11052169,556.5589247,-13.3686
1,40.89349808,23.11099464,558.6345534,-13.2768
1,40.89364167,23.1115038,561.1333625,-12.9018
1,40.89382216,23.11213543,561.8186931,-12.5153
1,40.89404384,23.11284241,560.6921526,-12.3166
1,40.89426737,23.11354849,559.9400996,-11.9804
1,40.89461216,23.11390608,557.7662182,-12.0843
1,40.89486838,23.11431265,555.7926986,-12.1364
1,40.89512281,23.1148067,554.080106,-12.021
1,40.89496974,23.11526199,551.7455783,-11.9825
1,40.89468185,23.11559625,548.8232231,-12.089
1,40.89434017,23.11584142,546.3498975,-12.0439
1,40.89402449,23.11619016,543.7934474,-11.9275
1,40.89378435,23.11646208,541.7721999,-11.9095
1,40.89359906,23.11681428,539.5838972,-11.9545
1,40.893277,23.11717404,536.8088235,-11.8754
1,40.89291012,23.11747329,534.3355362,-12.0366
1,40.89265754,23.11786424,532.0221139,-12.0439
1,40.89257143,23.11838852,529.3804454,-12.1662
1,40.89267492,23.11889815,527.0236335,-12.1774
1,40.89294194,23.11921762,524.6903027,-12.354
1,40.89333019,23.11939714,521.5724531,-12.6294
1,40.89400738,23.11975825,515.7083115,-12.873
1,40.89450342,23.12029033,510.9723956,-12.5411
1,40.89511291,23.12100492,504.725868,-11.977
1,40.89571215,23.12171109,498.4898851,-11.7644
1,40.89630966,23.12241382,492.8829793,-11.3841
1,40.89686889,23.123138,490.3009727,-11.568
1,40.89682327,23.12394097,489.7306935,-12.0481
1,40.89624886,23.12451435,490.4955695,-12.3745
1,40.89538475,23.12478715,495.0838194,-11.8547
1,40.8946092,23.12465042,499.8595189,-10.9508
1,40.89387122,23.12514638,504.1278749,-10.4089
1,40.89362171,23.12588359,507.6054888,-10.9055
1,40.89381631,23.12679609,512.3858783,-12.164
1,40.8940776,23.12765513,518.5218483,-12.4797
1,40.8945084,23.12812401,522.7644714,-12.3093
1,40.89512739,23.1284085,528.4188823,-11.9092
1,40.89555815,23.12939426,535.6075943,-11.4811
1,40.89550829,23.13039251,541.9428091,-11.4755
1,40.89577283,23.13125621,547.4773526,-11.1797
1,40.8961808,23.13215731,554.4803156,-10.5526
1,40.89693899,23.132484,560.4770732,-10.1354
1,40.89778166,23.13275285,565.2576406,-10.0131
1,40.89858552,23.1329029,567.4263912,-10.0548
1,40.89946619,23.13327022,568.8010826,-10.0448
1,40.90031704,23.13352657,569.9598179,-9.88036
1,40.9012102,23.13381358,571.2952918,-9.55473
1,40.90213596,23.13455527,569.8568408,-9.30634
1,40.90311031,23.13510115,568.2501506,-9.09732
1,40.90421983,23.13504887,566.0577922,-8.82326
1,40.90495207,23.13513711,564.7704906,-8.49626
1,40.90579831,23.13589027,564.2813798,-7.77562
1,40.90650879,23.13685184,566.5361765,-7.25209
1,40.90721542,23.13768706,568.5752235,-7.01793
1,40.90784208,23.13849774,569.838301,-6.61097
1,40.90862582,23.13885353,568.4632852,-6.4611
1,40.90937416,23.1391199,565.1841055,-6.18193
1,40.91016103,23.13939938,558.5769636,-5.69953
1,40.91104379,23.13970946,550.8366477,-5.68264
1,40.91185003,23.13996291,550.057683,-5.71109
1,40.91274885,23.13985579,554.7569793,-5.43752
1,40.91348585,23.13969468,560.6098153,-5.28071
1,40.91430341,23.13960327,566.9279558,-5.46123
1,40.9151771,23.13940491,572.7295717,-4.87838
1,40.91603533,23.13928678,571.7554056,-3.76424
1,40.91678402,23.13972875,564.7486704,-3.43028
1,40.91741473,23.1403477,557.7254399,-3.57534
1,40.91824902,23.14118271,548.4595303,-3.41294
1,40.91874079,23.14214825,541.4621028,-3.94555
1,40.9191497,23.14360825,535.4322068,-3.66151
1,40.91938364,23.14519576,525.94268,-3.18473
1,40.91974694,23.14694638,522.2522755,-3.55614
1,40.92032738,23.14801303,529.9129232,-3.88498
1,40.92111189,23.14868567,538.0270149,-4.14926
1,40.92174319,23.14977819,544.0350329,-4.40105
1,40.9221604,23.15099477,549.460466,-4.17135
1,40.92227631,23.15202554,552.1560919,-4.02474
1,40.92201658,23.15353053,549.1558021,-4.02744
1,40.92172391,23.15507524,543.1307159,-3.07291
1,40.92155309,23.15659679,537.026249,-3.10596
1,40.92163509,23.15779932,532.3893505,-2.88596
1,40.92211091,23.15956168,524.8485978,-2.53882
1,40.92284183,23.16105404,517.4539578,-2.11346
1,40.9233208,23.16216321,512.3773414,-1.56264
1,40.92375939,23.16317648,507.7924423,-1.10856
1,40.9243025,23.16443629,502.1156769,-0.604538
1,40.92471805,23.16539428,497.6887107,-0.62689
1,40.92514126,23.16652245,495.0461053,-0.952526
1,40.92517591,23.16767211,493.5757351,-0.63861
1,40.92437896,23.16983031,491.184602,0.351549
1,40.92350696,23.17040152,494.5932308,0.484534
1,40.92279071,23.17103406,501.3475992,0.589708
1,40.92225985,23.17221732,508.5454908,0.215894
1,40.92203769,23.17326426,514.4903122,0.393986
1,40.92198732,23.17440896,521.4025622,1.2083
1,40.92253276,23.17499486,526.4252122,1.40397
1,40.92340509,23.17524523,532.6247296,1.4215
1,40.9240644,23.17591027,537.9729341,1.56991
1,40.92468683,23.17681013,542.1948852,1.62194
1,40.92556156,23.17723406,545.4256405,1.31349
1,40.92619256,23.17787967,548.6068063,1.33407
1,40.92680753,23.1786535,552.9555345,1.64044
1,40.92687918,23.17989855,559.3470714,1.90282
1,40.92750617,23.18045656,564.5001083,2.30895
1,40.92798755,23.18141967,570.9835578,3.05953
1,40.92848434,23.18228383,574.6813471,3.59924
1,40.92912868,23.18285643,573.6737053,3.75418
1,40.92995384,23.1831329,574.7708458,3.79341
1,40.93073496,23.18342394,574.910775,3.65606
1,40.93153126,23.18371225,575.2371902,3.70274
1,40.93222018,23.18435518,575.7051195,3.65226
1,40.93278246,23.18511734,577.2601058,3.82597
1,40.93326489,23.18599266,579.1672724,4.12165
1,40.93379372,23.18674325,581.3329947,4.32212
1,40.93447896,23.18735287,582.6579194,4.4145
1,40.93511425,23.18813499,583.7526991,4.79994
1,40.93560416,23.18910948,585.4687719,5.21787
1,40.93592862,23.19012583,587.4510586,5.22863
1,40.93610935,23.19105719,588.7105697,5.27395
1,40.93646502,23.19194099,590.0839257,5.05656
1,40.93704122,23.19272358,593.0803914,5.11479
1,40.93777668,23.19324711,599.2033343,5.37009
1,40.93851086,23.19384268,603.4060403,5.25023
1,40.9388477,23.19457123,606.3369108,5.34606
1,40.93861204,23.19559483,605.3752848,5.15346
1,40.93899616,23.19655576,604.3514473,5.157
1,40.93961753,23.19733774,602.3885052,5.56058
1,40.9405498,23.19793847,601.0617006,5.94197
1,40.94147953,23.19854772,602.4939805,6.36343
1,40.94195221,23.19933543,608.6905467,6.73513
1,40.94230656,23.20018529,614.1634524,7.08137
1,40.94300855,23.20090929,619.3898921,7.67524
1,40.94386,23.20097292,622.9422666,7.91537
1,40.94472081,23.20094073,623.5142997,7.98508
1,40.94553236,23.20131413,624.6240659,8.62265
1,40.94624927,23.20173017,625.4739213,9.40684
1,40.94700617,23.20223955,625.8265575,9.68964
1,40.94779969,23.20269246,627.2248772,9.7665
1,40.94851444,23.20310106,629.7148818,9.716
1,40.94926571,23.20351966,635.0325698,10.0578
1,40.9500021,23.20404425,640.6163628,10.4195
1,40.95064372,23.20457629,644.2009249,10.1985
1,40.95142571,23.20454705,648.8056988,10.3912
1,40.95226087,23.20449528,653.2358485,10.7434
1,40.95242975,23.20496573,656.7263062,11.0338
1,40.22085475,23.67136375,28.45,-19.6333
1,40.32553007,23.44790947,258.42,27.1088
1,40.27220627,22.48136996,43.867,3.04588
1,40.55103021,22.2453368,42.892,-9.05915
1,40.52734565,22.9714207,1.39,2.92288
1,40.66306529,23.70073335,6.5,-5.78167
1,40.78450658,22.08579626,83.516,1.67234
1,40.97806678,22.92476613,216.663,-11.269
1,40.62750247,22.95892751,26.72705673,33.2466
1,40.764673,23.09314,128.6,-21.4197
1,41.214485,23.481945,815,11.0188
1,41.095183,23.570748,74.3,11.8707
1,41.085982,23.544648,39.6,0.426978
1,41.097483,23.583149,56,14.022
1,41.086882,23.533948,47.2,0.209186
1,41.097483,23.594749,45.9,13.0125
1,41.080682,23.528447,37.5,-4.6157
1,41.076982,23.538148,29.1,-6.58649
1,41.096483,23.607449,70.3,12.0867
1,41.074482,23.526247,29,-9.59048
1,41.097883,23.619149,82.5,13.8534
1,41.069482,23.540448,25.7,-11.4742
1,41.096183,23.63395,157.5,12.2099
1,41.064482,23.528448,17.3,-15.1556
1,41.099983,23.64525,209.7,13.0844
1,41.060982,23.538748,21,-16.3623
1,41.099183,23.65765,224.4,13.3085
1,41.059382,23.521247,14.4,-18.5876
1,41.099883,23.670251,292.8,14.525
1,41.055182,23.534748,17.8,-19.3019
1,41.093383,23.680651,264.3,15.4762
1,41.050981,23.521448,12.5,-22.3335
1,41.085983,23.679151,215.4,15.2145
1,41.047882,23.531348,14.6,-22.6105
1,41.078183,23.674251,185.7,12.9464
1,41.041981,23.516448,11.6,-25.7083
1,41.036981,23.525148,13.9,-26.1197
1,41.090383,23.578748,53.1,7.07005
1,41.048481,23.500147,13.8,-25.2005
1,41.088883,23.589949,40.5,7.57655
1,41.055982,23.508147,13.7,-21.6866
1,41.086483,23.602149,47.4,7.94575
1,41.084183,23.614649,55.9,8.35095
1,41.057381,23.497947,13.8,-22.5706
1,41.081183,23.62315,61.1,5.58526
1,41.077483,23.63175,94.9,3.49696
1,41.081882,23.514647,37.5,-6.42759
1,41.073483,23.64215,113.5,5.46086
1,41.059882,23.484647,14.4,-22.7838
1,41.065483,23.652451,115.8,6.58859
1,41.065382,23.492247,14,-20.6397
1,41.061883,23.664451,123.8,6.75589
1,41.075682,23.499347,21.2,-14.5554
1,41.058383,23.678951,122.8,7.14799
1,41.055683,23.688751,123.7,6.3967
1,41.091182,23.517647,43.1,-0.478119
1,41.050382,23.697652,132.2,4.6718
1,41.062381,23.461746,14.8,-24.2896
1,41.046482,23.707952,108.6,5.27121
1,41.061881,23.469646,14.4,-23.8933
1,41.042482,23.719252,98.5,3.61492
1,41.071182,23.481446,16.7,-19.6523
1,41.031882,23.719452,67.9,-0.634655
1,41.079882,23.489247,19.8,-14.3455
1,41.035682,23.707752,69.6,-1.53966
1,41.085182,23.494747,29.4,-9.75349
1,41.038182,23.697652,81.9,0.42204
1,41.094883,23.549248,50.4,-0.181749
1,41.041482,23.686952,105.2,-0.534963
1,41.072882,23.441745,15.8,-24.139
1,41.044182,23.675651,88,-1.55067
1,41.073982,23.451746,19.5,-23.0547
1,41.047982,23.664151,83.2,0.090431
1,41.072382,23.465146,15.1,-22.2791
1,41.051882,23.654251,74.7,0.851228
1,41.083682,23.467946,16.9,-18.4626
1,41.059882,23.64815,92.7,3.1387
1,41.079482,23.477246,17.5,-17.5252
1,41.064482,23.63665,85.9,2.5013
1,41.089482,23.485946,32,-9.8452
1,41.067182,23.62395,77.2,-0.504805
1,41.078482,23.432145,16.6,-24.0667
1,41.071182,23.61365,96,-0.215209
1,41.084382,23.439745,16.8,-22.8052
1,41.075882,23.604149,48.5,1.48648
1,41.082382,23.453146,17.7,-21.4793
1,41.080382,23.594149,40,3.63777
1,41.089482,23.455946,19.3,-18.7409
1,41.083982,23.582949,39.9,4.47777
1,41.093682,23.467946,20.8,-13.6102
1,41.019182,23.709152,35.7,-7.56851
1,41.098182,23.481246,38.7,-6.68693
1,41.011482,23.699652,23.2,-12.1812
1,41.098182,23.496247,57.8,-1.61223
1,41.003381,23.689452,16,-16.2102
1,41.091682,23.494647,41.8,-6.98781
1,41.005981,23.679452,9.8,-15.9272
1,41.075382,23.514647,25.4,-10.9541
1,41.012681,23.668751,17.3,-14.8963
1,41.062382,23.502647,13.7,-19.9554
1,41.018982,23.659751,28,-13.1658
1,41.087882,23.523447,56.1,0.417685
1,41.028382,23.652751,40.8,-10.21
1,41.051481,23.489247,14.3,-24.5715
1,41.034882,23.641651,37.7,-8.65702
1,41.055381,23.474746,14.5,-24.7329
1,41.039182,23.63375,36,-7.22153
1,41.072381,23.402144,18.4,-23.777
1,41.026382,23.714652,50,-5.22143
1,41.076181,23.413445,18.9,-24.677
1,41.026882,23.703152,41,-4.56713
1,41.080682,23.426745,18.8,-24.0826
1,41.027982,23.687252,57.2,-4.96972
1,41.062881,23.390144,18.9,-21.5447
1,41.029982,23.676251,57.1,-5.73393
1,41.072681,23.421745,18.5,-24.3547
1,41.033982,23.665151,59.5,-6.36313
1,41.039482,23.653451,53.4,-5.30204
1,41.065981,23.412645,18.1,-24.2255
1,41.044882,23.64365,55,-3.18885
1,41.060181,23.403745,18.9,-23.194
1,41.084383,23.665151,199.5,13.3229
1,41.056981,23.397945,18.2,-21.9673
1,41.084183,23.65375,140.7,10.4656
1,41.056181,23.412645,16.9,-23.922
1,41.086383,23.63875,109.4,7.16693
1,41.061981,23.419245,17,-24.7233
1,41.090483,23.62435,68.5,10.4337
1,41.069381,23.428445,17.1,-24.467
1,41.090883,23.614149,64.1,12.0068
1,41.047881,23.416245,16.6,-24.0931
1,41.090683,23.65015,169.1,7.19241
1,41.051481,23.426745,17.1,-25.3144
1,41.092683,23.662751,236.9,14.5135
1,41.057681,23.435445,15.8,-25.1192
1,41.078983,23.64725,113.2,5.41915
1,41.062881,23.443145,16.6,-25.0656
1,41.074983,23.661251,179.6,12.2112
1,41.056981,23.450146,14.5,-25.0001
1,41.050382,23.63545,57.3,-2.11386
1,41.050681,23.443946,14.8,-25.6092
1,41.055682,23.62545,52.1,-1.30788
1,41.044481,23.432246,15.8,-25.1421
1,41.056882,23.61425,47.3,-4.75777
1,41.041881,23.423445,15.6,-24.2318
1,41.065482,23.606249,61.7,-3.35959
1,41.036881,23.434646,15.9,-25.0978
1,41.069982,23.593949,40.4,-3.8278
1,41.033181,23.443446,14.6,-25.4841
1,41.076982,23.590449,36.6,0.740386
1,41.041981,23.450646,15,-26.2508
1,41.017682,23.691452,20.4,-9.7575
1,41.046481,23.453746,14.6,-26.0958
1,41.062183,23.700752,147.8,10.8529
1,41.053181,23.463946,15.1,-25.3919
1,41.071183,23.704252,176.6,15.0115
1,41.028481,23.453946,14,-25.702
1,41.045882,23.62445,31.9,-5.13074
1,41.036881,23.461446,15.1,-26.4934
1,41.051382,23.61395,36.6,-5.09735
1,41.043181,23.462646,14.3,-26.4025
1,41.053882,23.60615,32.5,-4.85336
1,41.045681,23.473746,14.1,-25.9408
1,41.059482,23.598249,63.1,-6.41877
1,41.041481,23.483747,14,-26.6895
1,41.063182,23.587449,31.2,-7.04917
1,41.037881,23.474646,14.2,-26.9952
1,41.068182,23.577249,30.8,-5.85209
1,41.030681,23.474247,14.4,-27.3972
1,41.022681,23.468146,13.8,-26.9525
1,41.053983,23.718252,140.2,7.71628
1,41.01438,23.465947,14.3,-26.3174
1,41.062683,23.715952,158.9,9.07576
1,41.01818,23.476247,13.4,-27.3442
1,41.074683,23.719952,198.3,13.6122
1,41.027381,23.481747,14.6,-28.1209
1,41.033181,23.487947,14.8,-28.0151
1,41.086483,23.721252,264,11.343
1,41.037381,23.493147,14.7,-27.1907
1,41.087383,23.703152,256.2,17.0388
1,41.025681,23.494647,12.9,-28.8434
1,41.093683,23.691151,310.3,17.6523
1,41.019881,23.482947,13.5,-28.133
1,41.021482,23.671651,28.6,-11.2652
1,41.01188,23.476447,13.8,-26.8346
1,41.058983,23.707252,139.6,7.33408
1,41.00698,23.483747,13.3,-27.2212
1,41.078183,23.716652,204.9,15.1206
1,41.01368,23.490947,13.5,-28.4834
1,41.082983,23.726752,243.1,14.2876
1,41.018981,23.494647,13.4,-28.7143
1,41.102984,23.679451,322,14.4521
1,41.020381,23.503747,12.8,-29.0874
1,41.042482,23.732453,87.4,3.31911
1,41.011981,23.508448,11.4,-29.2295
1,41.038182,23.744253,90.4,2.75361
1,41.01018,23.507248,13.2,-28.3705
1,41.035682,23.755453,96.2,0.798416
1,41.00198,23.493447,12.6,-27.2296
1,41.033482,23.767254,108.7,-0.840583
1,40.99618,23.505948,12,-26.7789
1,41.029382,23.777654,109.6,-4.59358
1,41.004881,23.668951,12.6,-17.9654
1,41.028382,23.788754,143.3,-3.32218
1,41.079183,23.706252,216.5,18.5036
1,41.079683,23.694451,220.3,17.5647
1,40.99568,23.537948,12.7,-26.6909
1,41.081883,23.690751,224.3,16.67
1,41.019881,23.518748,13.4,-29.0028
1,41.073483,23.687651,197.3,15.5514
1,41.037881,23.503747,12.8,-27.1331
1,41.064883,23.690752,151.2,11.438
1,41.031981,23.501447,12.1,-28.3272
1,41.039983,23.773454,132.3,0.734594
1,41.027681,23.508747,12.6,-28.8561
1,41.048483,23.775754,167.1,3.53127
1,41.033681,23.511747,11.8,-27.4895
1,41.055983,23.780454,252,6.73484
1,41.030381,23.517248,13,-27.5063
1,41.063183,23.786954,302.2,12.1548
1,41.071384,23.790754,385.4,18.7804
1,40.97788,23.490948,14,-22.5376
1,41.050983,23.733653,112.1,8.47088
1,41.048883,23.747153,105.9,7.16859
1,41.043483,23.761653,118.6,4.50899
1,40.98018,23.496248,12.1,-22.0977
1,41.058483,23.750953,138.3,9.68616
1,41.069183,23.747653,219.9,9.43822
1,40.99148,23.487247,12.1,-24.2214
1,40.98318,23.487147,12.4,-21.5744
